skill_id,audio_skill_cast,audio_skill_hit,audio_skill_move
hero_570_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_571_skill_1,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_571_skill_2,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_571_skill_3,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_571_skill_4,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_571_skill_5,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_572_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_573_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_574_skill_1,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_574_skill_2,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_574_skill_3,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_574_skill_4,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_574_skill_5,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_575_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_576_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_577_skill_1,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_577_skill_2,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_577_skill_3,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_577_skill_4,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_577_skill_5,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_578_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_579_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_580_skill_1,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_580_skill_2,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_580_skill_3,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_580_skill_4,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_580_skill_5,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_580_skill_6,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_581_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_582_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_583_skill_1,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_583_skill_2,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_583_skill_3,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_583_skill_4,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_583_skill_5,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_583_skill_6,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_584_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_585_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_586_skill_1,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_586_skill_2,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_586_skill_3,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_586_skill_4,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_586_skill_5,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_586_skill_6,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_587_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_588_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_589_skill_1,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_589_skill_2,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_589_skill_3,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_589_skill_4,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_589_skill_5,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_589_skill_6,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_590_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_591_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_592_skill_1,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_592_skill_2,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_592_skill_3,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_592_skill_4,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_592_skill_5,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_592_skill_6,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_593_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_594_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_595_skill_1,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_595_skill_2,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_595_skill_3,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_595_skill_4,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_595_skill_5,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_595_skill_6,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_596_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_597_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_598_skill_1,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_598_skill_2,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_598_skill_3,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_598_skill_4,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_598_skill_5,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_598_skill_6,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_599_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_600_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_601_skill_1,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_601_skill_2,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_601_skill_3,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_601_skill_4,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_601_skill_5,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_601_skill_6,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_602_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_603_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_604_skill_1,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_604_skill_2,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_604_skill_3,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_604_skill_4,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_604_skill_5,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_604_skill_6,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_605_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_606_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_607_skill_1,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_607_skill_2,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_607_skill_3,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_607_skill_4,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_607_skill_5,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_607_skill_6,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_608_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_609_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_610_skill_1,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_610_skill_2,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_610_skill_3,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_610_skill_4,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_610_skill_5,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_610_skill_6,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_611_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_612_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_613_skill_1,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_613_skill_2,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_613_skill_3,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_613_skill_4,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_613_skill_5,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_613_skill_6,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_614_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_615_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_616_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_617_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_618_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_619_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_620_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_621_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_622_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_623_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_624_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_625_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_626_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_627_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_628_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_629_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_630_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_631_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_632_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_633_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
