id,level,type,name,race,tribute_gold_buff,gold,lumber,marble,steel,food,lumber_buff,marble_buff,steel_buff,food_buff,stronghold_time_buff,durability,force,alliance_exp,size,rank_points,limit_time,limit_gem
"4,2,201,0",6,normal,northbury_outside,raider,100,110,36000,36000,36000,36000,0,0,0,0,0,2700,320,38880,,0,0,0
"4,2,202,1",5,normal,herrim_center,dwarf,0,0,144000,144000,144000,144000,0,1080,2520,0,0,78000,0,187500,s,1250,551808,60
"4,2,202,0",5,normal,herrim_outside,dwarf,80,60,24000,24000,24000,24000,0,0,0,0,0,2600,160,18750,,0,0,0
"4,3,200,1",8,zone_capital,chester_center,raider,0,0,372000,372000,372000,372000,0,2920,6810,0,0.3,381000,0,1228800,m,10240,2336868,83
"4,3,200,0",8,zone_capital,chester_outside,raider,130,150,62000,62000,62000,62000,0,0,0,0,0.3,5438,1280,122880,,0,0,0
"4,3,201,1",4,normal,livohka_center,raider,0,0,72000,72000,72000,72000,0,2880,0,0,0,19000,0,76800,s,640,361548,53
"4,3,201,0",4,normal,livohka_outside,raider,60,30,12000,12000,12000,12000,0,0,0,0,0,938,80,7680,,0,0,0
"4,3,202,1",5,normal,dhigboram_center,dwarf,0,0,144000,144000,144000,144000,720,0,2880,0,0,78000,0,187500,s,1250,551808,60
"4,3,202,0",5,normal,dhigboram_outside,dwarf,80,60,24000,24000,24000,24000,0,0,0,0,0,2600,160,18750,,0,0,0
"4,4,200,1",7,zone_capital,veritas_center,raider,0,0,282000,282000,282000,282000,1800,7200,0,0,0.3,315000,0,720300,m,6860,1303812,75
"4,4,200,0",7,zone_capital,veritas_outside,raider,120,130,47000,47000,47000,47000,0,0,0,0,0.3,5250,640,72030,,0,0,0
"4,4,201,1",4,normal,yarrin_center,raider,0,0,72000,72000,72000,72000,580,0,0,2310,0,19000,0,76800,s,640,361548,53
"4,4,201,0",4,normal,yarrin_outside,raider,60,30,12000,12000,12000,12000,0,0,0,0,0,938,80,7680,,0,0,0
"4,4,202,1",6,normal,eyvahone_center,elf,0,0,216000,216000,216000,216000,2160,0,2160,0,0,135000,0,388800,s,2160,825588,68
"4,4,202,0",6,normal,eyvahone_outside,elf,100,110,36000,36000,36000,36000,0,0,0,0,0,2700,320,38880,,0,0,0
"4,5,200,1",8,zone_capital,erostey_center,raider,0,0,372000,372000,372000,372000,2430,0,0,7290,0.3,381000,0,1228800,m,10240,2336868,83
"4,5,200,0",8,zone_capital,erostey_outside,raider,130,150,62000,62000,62000,62000,0,0,0,0,0.3,5438,1280,122880,,0,0,0
"4,5,201,1",5,normal,leefside_center,raider,0,0,144000,144000,144000,144000,2880,720,0,0,0,78000,0,187500,s,1250,551808,60
"4,5,201,0",5,normal,leefside_outside,raider,80,60,24000,24000,24000,24000,0,0,0,0,0,2600,160,18750,,0,0,0
"4,5,202,1",4,normal,appleby_center,raider,0,0,72000,72000,72000,72000,0,1440,1440,0,0,19000,0,76800,s,640,361548,53
"4,5,202,0",4,normal,appleby_outside,raider,60,30,12000,12000,12000,12000,0,0,0,0,0,938,80,7680,,0,0,0
"4,6,200,1",7,zone_capital,wasera_center,elf,0,0,282000,282000,282000,282000,2700,6300,0,0,0.3,315000,0,720300,m,6860,1303812,75
"4,6,200,0",7,zone_capital,wasera_outside,elf,120,130,47000,47000,47000,47000,0,0,0,0,0.3,5250,640,72030,,0,0,0
"4,6,201,1",6,normal,alnwick_center,raider,0,0,216000,216000,216000,216000,3460,0,870,0,0,135000,0,388800,s,2160,825588,68
"4,6,201,0",6,normal,alnwick_outside,raider,100,110,36000,36000,36000,36000,0,0,0,0,0,2700,320,38880,,0,0,0
"4,6,202,1",4,normal,coombe_center,raider,0,0,72000,72000,72000,72000,0,2310,0,580,0,19000,0,76800,s,640,361548,53
"4,6,202,0",4,normal,coombe_outside,raider,60,30,12000,12000,12000,12000,0,0,0,0,0,938,80,7680,,0,0,0
"5,8,200,1",7,zone_capital,oldham_center,raider,0,0,282000,282000,282000,282000,0,9000,0,0,0.3,315000,0,720300,m,6860,1303812,75
"5,8,200,0",7,zone_capital,oldham_outside,raider,120,130,47000,47000,47000,47000,0,0,0,0,0.3,5250,640,72030,,0,0,0
"5,8,201,1",5,normal,lelletalos_center,elf,0,0,144000,144000,144000,144000,0,1080,2520,0,0,78000,0,187500,s,1250,551808,60
"5,8,201,0",5,normal,lelletalos_outside,elf,80,60,24000,24000,24000,24000,0,0,0,0,0,2600,160,18750,,0,0,0
"5,8,202,1",4,normal,arcton_center,raider,0,0,72000,72000,72000,72000,0,2020,870,0,0,19000,0,76800,s,640,361548,53
"5,8,202,0",4,normal,arcton_outside,raider,60,30,12000,12000,12000,12000,0,0,0,0,0,938,80,7680,,0,0,0
"5,8,203,1",6,normal,yserius_center,elf,0,0,216000,216000,216000,216000,4320,0,0,0,0,135000,0,388800,s,2160,825588,68
"5,8,203,0",6,normal,yserius_outside,elf,100,110,36000,36000,36000,36000,0,0,0,0,0,2700,320,38880,,0,0,0
"5,8,204,1",4,normal,bradfordshire_center,raider,0,0,72000,72000,72000,72000,0,2020,870,0,0,19000,0,76800,s,640,361548,53
"5,8,204,0",4,normal,bradfordshire_outside,raider,60,30,12000,12000,12000,12000,0,0,0,0,0,938,80,7680,,0,0,0
"5,7,200,1",7,zone_capital,middlesborough_center,raider,0,0,282000,282000,282000,282000,0,6750,0,2250,0.3,315000,0,720300,m,6860,1303812,75
"5,7,200,0",7,zone_capital,middlesborough_outside,raider,120,130,47000,47000,47000,47000,0,0,0,0,0.3,5250,640,72030,,0,0,0
"5,7,201,1",4,normal,ulenlian_center,elf,0,0,72000,72000,72000,72000,0,2020,870,0,0,19000,0,76800,s,640,361548,53
"5,7,201,0",4,normal,ulenlian_outside,elf,60,30,12000,12000,12000,12000,0,0,0,0,0,938,80,7680,,0,0,0
"5,7,202,1",5,normal,caister_center,raider,0,0,144000,144000,144000,144000,0,0,2700,900,0,78000,0,187500,s,1250,551808,60
"5,7,202,0",5,normal,caister_outside,raider,80,60,24000,24000,24000,24000,0,0,0,0,0,2600,160,18750,,0,0,0
"5,7,203,1",4,normal,ulenfian_center,elf,0,0,72000,72000,72000,72000,0,0,0,2880,0,19000,0,76800,s,640,361548,53
"5,7,203,0",4,normal,ulenfian_outside,elf,60,30,12000,12000,12000,12000,0,0,0,0,0,938,80,7680,,0,0,0
"5,7,204,1",6,normal,taewe_center,raider,0,0,216000,216000,216000,216000,4320,0,0,0,0,135000,0,388800,s,2160,825588,68
"5,7,204,0",6,normal,taewe_outside,raider,100,110,36000,36000,36000,36000,0,0,0,0,0,2700,320,38880,,0,0,0
"5,1,200,1",7,zone_capital,martslock_center,raider,0,0,282000,282000,282000,282000,1800,7200,0,0,0.3,315000,0,720300,m,6860,1303812,75
"5,1,200,0",7,zone_capital,martslock_outside,raider,120,130,47000,47000,47000,47000,0,0,0,0,0.3,5250,640,72030,,0,0,0
"5,1,201,1",4,normal,filmelon_center,elf,0,0,72000,72000,72000,72000,2310,0,0,580,0,19000,0,76800,s,640,361548,53
"5,1,201,0",4,normal,filmelon_outside,elf,60,30,12000,12000,12000,12000,0,0,0,0,0,938,80,7680,,0,0,0
"5,1,202,1",6,normal,lanercost_center,raider,0,0,216000,216000,216000,216000,0,2160,0,2160,0,135000,0,388800,s,2160,825588,68
"5,1,202,0",6,normal,lanercost_outside,raider,100,110,36000,36000,36000,36000,0,0,0,0,0,2700,320,38880,,0,0,0
"5,2,200,1",8,zone_capital,dragontail_center,raider,0,0,372000,372000,372000,372000,4860,4860,0,0,0.3,381000,0,1228800,m,10240,2336868,83
"5,2,200,0",8,zone_capital,dragontail_outside,raider,130,150,62000,62000,62000,62000,0,0,0,0,0.3,5438,1280,122880,,0,0,0
"5,2,201,1",4,normal,haathnore_center,elf,0,0,72000,72000,72000,72000,0,2020,0,870,0,19000,0,76800,s,640,361548,53
"5,2,201,0",4,normal,haathnore_outside,elf,60,30,12000,12000,12000,12000,0,0,0,0,0,938,80,7680,,0,0,0
"5,2,202,1",5,normal,dangarnon_center,raider,0,0,144000,144000,144000,144000,0,0,2520,1080,0,78000,0,187500,s,1250,551808,60
"5,2,202,0",5,normal,dangarnon_outside,raider,80,60,24000,24000,24000,24000,0,0,0,0,0,2600,160,18750,,0,0,0
"5,3,200,1",10,region_capital,barnsley_center,elf,0,0,576000,576000,576000,576000,0,0,11880,0,0.3,864000,0,3000000,l,50000,4144788,98
"5,3,200,0",10,region_capital,barnsley_outside,elf,240,280,96000,96000,96000,96000,0,0,0,0,0.3,9600,5120,300000,,0,0,0
"5,3,201,1",6,normal,olla_thalor_center,elf,0,0,216000,216000,216000,216000,4320,0,0,0,0,135000,0,388800,s,2160,825588,68
"5,3,201,0",6,normal,olla_thalor_outside,elf,100,110,36000,36000,36000,36000,0,0,0,0,0,2700,320,38880,,0,0,0
"5,3,202,1",5,normal,galssop_center,raider,0,0,144000,144000,144000,144000,0,1080,2520,0,0,78000,0,187500,s,1250,551808,60
"5,3,202,0",5,normal,galssop_outside,raider,80,60,24000,24000,24000,24000,0,0,0,0,0,2600,160,18750,,0,0,0
"5,4,200,1",8,zone_capital,wakefield_center,raider,0,0,372000,372000,372000,372000,0,2920,6810,0,0.3,381000,0,1228800,m,10240,2336868,83
"5,4,200,0",8,zone_capital,wakefield_outside,raider,130,150,62000,62000,62000,62000,0,0,0,0,0.3,5438,1280,122880,,0,0,0
"5,4,201,1",5,normal,shanserine_center,elf,0,0,144000,144000,144000,144000,720,0,2880,0,0,78000,0,187500,s,1250,551808,60
"5,4,201,0",5,normal,shanserine_outside,elf,80,60,24000,24000,24000,24000,0,0,0,0,0,2600,160,18750,,0,0,0
"5,4,202,1",4,normal,gloucester_center,raider,0,0,72000,72000,72000,72000,0,2880,0,0,0,19000,0,76800,s,640,361548,53
"5,4,202,0",4,normal,gloucester_outside,raider,60,30,12000,12000,12000,12000,0,0,0,0,0,938,80,7680,,0,0,0
"5,5,200,1",8,zone_capital,woodpine_center,raider,0,0,372000,372000,372000,372000,0,0,9720,0,0.3,381000,0,1228800,m,10240,2336868,83
"5,5,200,0",8,zone_capital,woodpine_outside,raider,130,150,62000,62000,62000,62000,0,0,0,0,0.3,5438,1280,122880,,0,0,0
"5,5,201,1",5,normal,caleneas_center,elf,0,0,144000,144000,144000,144000,0,720,2880,0,0,78000,0,187500,s,1250,551808,60
"5,5,201,0",5,normal,caleneas_outside,elf,80,60,24000,24000,24000,24000,0,0,0,0,0,2600,160,18750,,0,0,0
"5,5,202,1",4,normal,gilramore_center,raider,0,0,72000,72000,72000,72000,0,2310,0,580,0,19000,0,76800,s,640,361548,53
"5,5,202,0",4,normal,gilramore_outside,raider,60,30,12000,12000,12000,12000,0,0,0,0,0,938,80,7680,,0,0,0
"5,6,200,1",7,zone_capital,garmsby_center,raider,0,0,282000,282000,282000,282000,2700,6300,0,0,0.3,315000,0,720300,m,6860,1303812,75
"5,6,200,0",7,zone_capital,garmsby_outside,raider,120,130,47000,47000,47000,47000,0,0,0,0,0.3,5250,640,72030,,0,0,0
"5,6,201,1",6,normal,loukussa_center,raider,0,0,216000,216000,216000,216000,3460,0,870,0,0,135000,0,388800,s,2160,825588,68
"5,6,201,0",6,normal,loukussa_outside,raider,100,110,36000,36000,36000,36000,0,0,0,0,0,2700,320,38880,,0,0,0
"5,6,202,1",4,normal,saanadell_center,elf,0,0,72000,72000,72000,72000,0,2310,0,580,0,19000,0,76800,s,640,361548,53
"5,6,202,0",4,normal,saanadell_outside,elf,60,30,12000,12000,12000,12000,0,0,0,0,0,938,80,7680,,0,0,0
"6,8,200,1",7,zone_capital,woolhope_center,raider,0,0,282000,282000,282000,282000,0,9000,0,0,0.3,315000,0,720300,m,6860,1303812,75
"6,8,200,0",7,zone_capital,woolhope_outside,raider,120,130,47000,47000,47000,47000,0,0,0,0,0.3,5250,640,72030,,0,0,0
"6,8,201,1",4,normal,old_ashton_center,raider,0,0,72000,72000,72000,72000,0,2020,870,0,0,19000,0,76800,s,640,361548,53
"6,8,201,0",4,normal,old_ashton_outside,raider,60,30,12000,12000,12000,12000,0,0,0,0,0,938,80,7680,,0,0,0
"6,8,202,1",6,normal,lylmelon_center,elf,0,0,216000,216000,216000,216000,4320,0,0,0,0,135000,0,388800,s,2160,825588,68
"6,8,202,0",6,normal,lylmelon_outside,elf,100,110,36000,36000,36000,36000,0,0,0,0,0,2700,320,38880,,0,0,0
"6,8,203,1",5,normal,shaan_serine_center,elf,0,0,144000,144000,144000,144000,0,1080,2520,0,0,78000,0,187500,s,1250,551808,60
"6,8,203,0",5,normal,shaan_serine_outside,elf,80,60,24000,24000,24000,24000,0,0,0,0,0,2600,160,18750,,0,0,0
"6,8,204,1",4,normal,tillydrone_center,raider,0,0,72000,72000,72000,72000,0,2880,0,0,0,19000,0,76800,s,640,361548,53
"6,8,204,0",4,normal,tillydrone_outside,raider,60,30,12000,12000,12000,12000,0,0,0,0,0,938,80,7680,,0,0,0
"6,7,200,1",7,zone_capital,aermagh_center,raider,0,0,282000,282000,282000,282000,0,6750,0,2250,0.3,315000,0,720300,m,6860,1303812,75
"6,7,200,0",7,zone_capital,aermagh_outside,raider,120,130,47000,47000,47000,47000,0,0,0,0,0.3,5250,640,72030,,0,0,0
"6,7,201,1",6,normal,theasera_center,elf,0,0,216000,216000,216000,216000,4320,0,0,0,0,135000,0,388800,s,2160,825588,68
"6,7,201,0",6,normal,theasera_outside,elf,100,110,36000,36000,36000,36000,0,0,0,0,0,2700,320,38880,,0,0,0
"6,7,202,1",4,normal,pitmerder_center,raider,0,0,72000,72000,72000,72000,0,2020,870,0,0,19000,0,76800,s,640,361548,53
"6,7,202,0",4,normal,pitmerder_outside,raider,60,30,12000,12000,12000,12000,0,0,0,0,0,938,80,7680,,0,0,0
"6,7,203,1",5,normal,moonbright_center,raider,0,0,144000,144000,144000,144000,0,0,2700,900,0,78000,0,187500,s,1250,551808,60
"6,7,203,0",5,normal,moonbright_outside,raider,80,60,24000,24000,24000,24000,0,0,0,0,0,2600,160,18750,,0,0,0
"6,7,204,1",4,normal,thylmnaes_center,elf,0,0,72000,72000,72000,72000,0,0,0,2880,0,19000,0,76800,s,640,361548,53
"6,7,204,0",4,normal,thylmnaes_outside,elf,60,30,12000,12000,12000,12000,0,0,0,0,0,938,80,7680,,0,0,0
"6,1,200,1",8,zone_capital,calmarnock_center,raider,0,0,372000,372000,372000,372000,4860,4860,0,0,0.3,381000,0,1228800,m,10240,2336868,83
"6,1,200,0",8,zone_capital,calmarnock_outside,raider,130,150,62000,62000,62000,62000,0,0,0,0,0.3,5438,1280,122880,,0,0,0
"6,1,201,1",4,normal,wakefield_center,raider,0,0,72000,72000,72000,72000,2310,0,0,580,0,19000,0,76800,s,640,361548,53
"6,1,201,0",4,normal,wakefield_outside,raider,60,30,12000,12000,12000,12000,0,0,0,0,0,938,80,7680,,0,0,0
"6,1,202,1",5,normal,umthaes_center,elf,0,0,144000,144000,144000,144000,0,0,2520,1080,0,78000,0,187500,s,1250,551808,60
"6,1,202,0",5,normal,umthaes_outside,elf,80,60,24000,24000,24000,24000,0,0,0,0,0,2600,160,18750,,0,0,0
"6,2,200,1",10,region_capital,stratham_center,elf,0,0,576000,576000,576000,576000,0,0,11880,0,0.3,864000,0,3000000,l,50000,4144788,98
"6,2,200,0",10,region_capital,stratham_outside,elf,240,280,96000,96000,96000,96000,0,0,0,0,0.3,9600,5120,300000,,0,0,0
"6,2,201,1",6,normal,axminster_center,raider,0,0,216000,216000,216000,216000,4320,0,0,0,0,135000,0,388800,s,2160,825588,68
"6,2,201,0",6,normal,axminster_outside,raider,100,110,36000,36000,36000,36000,0,0,0,0,0,2700,320,38880,,0,0,0
"6,2,202,1",5,normal,yenbel_center,elf,0,0,144000,144000,144000,144000,0,1080,2520,0,0,78000,0,187500,s,1250,551808,60
"6,2,202,0",5,normal,yenbel_outside,elf,80,60,24000,24000,24000,24000,0,0,0,0,0,2600,160,18750,,0,0,0
"6,3,200,1",8,zone_capital,sharpton_center,raider,0,0,372000,372000,372000,372000,0,2920,6810,0,0.3,381000,0,1228800,m,10240,2336868,83
"6,3,200,0",8,zone_capital,sharpton_outside,raider,130,150,62000,62000,62000,62000,0,0,0,0,0.3,5438,1280,122880,,0,0,0
"6,3,201,1",4,normal,bullmar_center,raider,0,0,72000,72000,72000,72000,0,2880,0,0,0,19000,0,76800,s,640,361548,53
"6,3,201,0",4,normal,bullmar_outside,raider,60,30,12000,12000,12000,12000,0,0,0,0,0,938,80,7680,,0,0,0
"6,3,202,1",5,normal,omasari_center,elf,0,0,144000,144000,144000,144000,720,0,2880,0,0,78000,0,187500,s,1250,551808,60
"6,3,202,0",5,normal,omasari_outside,elf,80,60,24000,24000,24000,24000,0,0,0,0,0,2600,160,18750,,0,0,0
"6,4,200,1",7,zone_capital,peterborough_center,raider,0,0,282000,282000,282000,282000,1800,7200,0,0,0.3,315000,0,720300,m,6860,1303812,75
"6,4,200,0",7,zone_capital,peterborough_outside,raider,120,130,47000,47000,47000,47000,0,0,0,0,0.3,5250,640,72030,,0,0,0
"6,4,201,1",4,normal,pitmerden_center,raider,0,0,72000,72000,72000,72000,580,0,0,2310,0,19000,0,76800,s,640,361548,53
"6,4,201,0",4,normal,pitmerden_outside,raider,60,30,12000,12000,12000,12000,0,0,0,0,0,938,80,7680,,0,0,0
"6,4,202,1",6,normal,omalon_center,elf,0,0,216000,216000,216000,216000,2160,0,2160,0,0,135000,0,388800,s,2160,825588,68
"6,4,202,0",6,normal,omalon_outside,elf,100,110,36000,36000,36000,36000,0,0,0,0,0,2700,320,38880,,0,0,0
"6,5,200,1",8,zone_capital,dundee_center,raider,0,0,372000,372000,372000,372000,2430,0,0,7290,0.3,381000,0,1228800,m,10240,2336868,83
"6,5,200,0",8,zone_capital,dundee_outside,raider,130,150,62000,62000,62000,62000,0,0,0,0,0.3,5438,1280,122880,,0,0,0
"6,5,201,1",5,normal,paendley_center,raider,0,0,144000,144000,144000,144000,2880,720,0,0,0,78000,0,187500,s,1250,551808,60
"6,5,201,0",5,normal,paendley_outside,raider,80,60,24000,24000,24000,24000,0,0,0,0,0,2600,160,18750,,0,0,0
"6,5,202,1",4,normal,chaepstow_center,raider,0,0,72000,72000,72000,72000,0,1440,1440,0,0,19000,0,76800,s,640,361548,53
"6,5,202,0",4,normal,chaepstow_outside,raider,60,30,12000,12000,12000,12000,0,0,0,0,0,938,80,7680,,0,0,0
"6,6,200,1",7,zone_capital,ashana_alari_center,elf,0,0,282000,282000,282000,282000,2700,6300,0,0,0.3,315000,0,720300,m,6860,1303812,75
"6,6,200,0",7,zone_capital,ashana_alari_outside,elf,120,130,47000,47000,47000,47000,0,0,0,0,0.3,5250,640,72030,,0,0,0
"6,6,201,1",6,normal,rym_ennore_center,elf,0,0,216000,216000,216000,216000,3460,0,870,0,0,135000,0,388800,s,2160,825588,68
"6,6,201,0",6,normal,rym_ennore_outside,elf,100,110,36000,36000,36000,36000,0,0,0,0,0,2700,320,38880,,0,0,0
"6,6,202,1",4,normal,farnfoss_center,raider,0,0,72000,72000,72000,72000,0,2310,0,580,0,19000,0,76800,s,640,361548,53
"6,6,202,0",4,normal,farnfoss_outside,raider,60,30,12000,12000,12000,12000,0,0,0,0,0,938,80,7680,,0,0,0
"7,8,200,1",7,zone_capital,fynnoris_center,elf,0,0,282000,282000,282000,282000,0,9000,0,0,0.3,315000,0,720300,m,6860,1303812,75
"7,8,200,0",7,zone_capital,fynnoris_outside,elf,120,130,47000,47000,47000,47000,0,0,0,0,0.3,5250,640,72030,,0,0,0
"7,8,201,1",5,normal,dumbarton_center,raider,0,0,144000,144000,144000,144000,0,1080,2520,0,0,78000,0,187500,s,1250,551808,60
"7,8,201,0",5,normal,dumbarton_outside,raider,80,60,24000,24000,24000,24000,0,0,0,0,0,2600,160,18750,,0,0,0
"7,8,202,1",4,normal,penrith_center,raider,0,0,72000,72000,72000,72000,0,2020,870,0,0,19000,0,76800,s,640,361548,53
"7,8,202,0",4,normal,penrith_outside,raider,60,30,12000,12000,12000,12000,0,0,0,0,0,938,80,7680,,0,0,0
"7,8,203,1",6,normal,aenthalas_center,elf,0,0,216000,216000,216000,216000,4320,0,0,0,0,135000,0,388800,s,2160,825588,68
"7,8,203,0",6,normal,aenthalas_outside,elf,100,110,36000,36000,36000,36000,0,0,0,0,0,2700,320,38880,,0,0,0
"7,8,204,1",4,normal,ballinamallard_center,raider,0,0,72000,72000,72000,72000,0,2020,870,0,0,19000,0,76800,s,640,361548,53
"7,8,204,0",4,normal,ballinamallard_outside,raider,60,30,12000,12000,12000,12000,0,0,0,0,0,938,80,7680,,0,0,0
"7,7,200,1",7,zone_capital,yaena_themar_center,elf,0,0,282000,282000,282000,282000,0,6750,0,2250,0.3,315000,0,720300,m,6860,1303812,75
"7,7,200,0",7,zone_capital,yaena_themar_outside,elf,120,130,47000,47000,47000,47000,0,0,0,0,0.3,5250,640,72030,,0,0,0
"7,7,201,1",4,normal,lerwick_center,raider,0,0,72000,72000,72000,72000,0,2020,870,0,0,19000,0,76800,s,640,361548,53
"7,7,201,0",4,normal,lerwick_outside,raider,60,30,12000,12000,12000,12000,0,0,0,0,0,938,80,7680,,0,0,0
"7,7,202,1",5,normal,larcbost_center,raider,0,0,144000,144000,144000,144000,0,0,2700,900,0,78000,0,187500,s,1250,551808,60
"7,7,202,0",5,normal,larcbost_outside,raider,80,60,24000,24000,24000,24000,0,0,0,0,0,2600,160,18750,,0,0,0
"7,7,203,1",4,normal,aysmelle_center,elf,0,0,72000,72000,72000,72000,0,0,0,2880,0,19000,0,76800,s,640,361548,53
"7,7,203,0",4,normal,aysmelle_outside,elf,60,30,12000,12000,12000,12000,0,0,0,0,0,938,80,7680,,0,0,0
"7,7,204,1",6,normal,tarnstead_center,raider,0,0,216000,216000,216000,216000,4320,0,0,0,0,135000,0,388800,s,2160,825588,68
"7,7,204,0",6,normal,tarnstead_outside,raider,100,110,36000,36000,36000,36000,0,0,0,0,0,2700,320,38880,,0,0,0
"7,1,200,1",7,zone_capital,lyloshys_center,elf,0,0,282000,282000,282000,282000,1800,7200,0,0,0.3,315000,0,720300,m,6860,1303812,75
"7,1,200,0",7,zone_capital,lyloshys_outside,elf,120,130,47000,47000,47000,47000,0,0,0,0,0.3,5250,640,72030,,0,0,0
"7,1,201,1",4,normal,coningsby_center,raider,0,0,72000,72000,72000,72000,2310,0,0,580,0,19000,0,76800,s,640,361548,53
"7,1,201,0",4,normal,coningsby_outside,raider,60,30,12000,12000,12000,12000,0,0,0,0,0,938,80,7680,,0,0,0
"7,1,202,1",6,normal,caerdydd_center,raider,0,0,216000,216000,216000,216000,0,2160,0,2160,0,135000,0,388800,s,2160,825588,68
"7,1,202,0",6,normal,caerdydd_outside,raider,100,110,36000,36000,36000,36000,0,0,0,0,0,2700,320,38880,,0,0,0
"7,2,200,1",8,zone_capital,lylfrius_center,elf,0,0,372000,372000,372000,372000,4860,4860,0,0,0.3,381000,0,1228800,m,10240,2336868,83
"7,2,200,0",8,zone_capital,lylfrius_outside,elf,130,150,62000,62000,62000,62000,0,0,0,0,0.3,5438,1280,122880,,0,0,0
"7,2,201,1",4,normal,romsey_center,raider,0,0,72000,72000,72000,72000,0,2020,0,870,0,19000,0,76800,s,640,361548,53
"7,2,201,0",4,normal,romsey_outside,raider,60,30,12000,12000,12000,12000,0,0,0,0,0,938,80,7680,,0,0,0
"7,2,202,1",5,normal,larton_center,raider,0,0,144000,144000,144000,144000,0,0,2520,1080,0,78000,0,187500,s,1250,551808,60
"7,2,202,0",5,normal,larton_outside,raider,80,60,24000,24000,24000,24000,0,0,0,0,0,2600,160,18750,,0,0,0
"7,3,200,1",10,region_capital,svalona_center,elf,0,0,576000,576000,576000,576000,0,0,0,11880,0.3,864000,0,3000000,l,50000,4144788,98
"7,3,200,0",10,region_capital,svalona_outside,elf,240,280,96000,96000,96000,96000,0,0,0,0,0.3,9600,5120,300000,,0,0,0
"7,3,201,1",6,normal,lybster_center,raider,0,0,216000,216000,216000,216000,4320,0,0,0,0,135000,0,388800,s,2160,825588,68
"7,3,201,0",6,normal,lybster_outside,raider,100,110,36000,36000,36000,36000,0,0,0,0,0,2700,320,38880,,0,0,0
"7,3,202,1",5,normal,kuoppa_center,raider,0,0,144000,144000,144000,144000,0,1080,2520,0,0,78000,0,187500,s,1250,551808,60
"7,3,202,0",5,normal,kuoppa_outside,raider,80,60,24000,24000,24000,24000,0,0,0,0,0,2600,160,18750,,0,0,0
"7,4,200,1",8,zone_capital,heenbelle_center,elf,0,0,372000,372000,372000,372000,0,2920,6810,0,0.3,381000,0,1228800,m,10240,2336868,83
"7,4,200,0",8,zone_capital,heenbelle_outside,elf,130,150,62000,62000,62000,62000,0,0,0,0,0.3,5438,1280,122880,,0,0,0
"7,4,201,1",5,normal,rochdale_center,raider,0,0,144000,144000,144000,144000,720,0,2880,0,0,78000,0,187500,s,1250,551808,60
"7,4,201,0",5,normal,rochdale_outside,raider,80,60,24000,24000,24000,24000,0,0,0,0,0,2600,160,18750,,0,0,0
"7,4,202,1",4,normal,orilon_center,raider,0,0,72000,72000,72000,72000,0,2880,0,0,0,19000,0,76800,s,640,361548,53
"7,4,202,0",4,normal,orilon_outside,raider,60,30,12000,12000,12000,12000,0,0,0,0,0,938,80,7680,,0,0,0
"7,5,200,1",8,zone_capital,afalkadi_center,elf,0,0,372000,372000,372000,372000,0,0,9720,0,0.3,381000,0,1228800,m,10240,2336868,83
"7,5,200,0",8,zone_capital,afalkadi_outside,elf,130,150,62000,62000,62000,62000,0,0,0,0,0.3,5438,1280,122880,,0,0,0
"7,5,201,1",5,normal,favorsham_center,raider,0,0,144000,144000,144000,144000,0,720,2880,0,0,78000,0,187500,s,1250,551808,60
"7,5,201,0",5,normal,favorsham_outside,raider,80,60,24000,24000,24000,24000,0,0,0,0,0,2600,160,18750,,0,0,0
"7,5,202,1",4,normal,kincardine_center,raider,0,0,72000,72000,72000,72000,0,2310,0,580,0,19000,0,76800,s,640,361548,53
"7,5,202,0",4,normal,kincardine_outside,raider,60,30,12000,12000,12000,12000,0,0,0,0,0,938,80,7680,,0,0,0
"7,6,200,1",7,zone_capital,ranelin_center,elf,0,0,282000,282000,282000,282000,2700,6300,0,0,0.3,315000,0,720300,m,6860,1303812,75
"7,6,200,0",7,zone_capital,ranelin_outside,elf,120,130,47000,47000,47000,47000,0,0,0,0,0.3,5250,640,72030,,0,0,0
"7,6,201,1",6,normal,burrafirth_center,raider,0,0,216000,216000,216000,216000,3460,0,870,0,0,135000,0,388800,s,2160,825588,68
"7,6,201,0",6,normal,burrafirth_outside,raider,100,110,36000,36000,36000,36000,0,0,0,0,0,2700,320,38880,,0,0,0
"7,6,202,1",4,normal,aeston_center,raider,0,0,72000,72000,72000,72000,0,2310,0,580,0,19000,0,76800,s,640,361548,53
"7,6,202,0",4,normal,aeston_outside,raider,60,30,12000,12000,12000,12000,0,0,0,0,0,938,80,7680,,0,0,0
"8,8,200,1",7,zone_capital,uhelian_center,elf,0,0,282000,282000,282000,282000,0,9000,0,0,0.3,315000,0,720300,m,6860,1303812,75
"8,8,200,0",7,zone_capital,uhelian_outside,elf,120,130,47000,47000,47000,47000,0,0,0,0,0.3,5250,640,72030,,0,0,0
"8,8,201,1",4,normal,gloucester_center,raider,0,0,72000,72000,72000,72000,0,2020,870,0,0,19000,0,76800,s,640,361548,53
"8,8,201,0",4,normal,gloucester_outside,raider,60,30,12000,12000,12000,12000,0,0,0,0,0,938,80,7680,,0,0,0
"8,8,202,1",6,normal,azmar_center,raider,0,0,216000,216000,216000,216000,4320,0,0,0,0,135000,0,388800,s,2160,825588,68
