level,rarity,type,gold,food,lumber,marble,steel,crystal,duration
10,3,rock,0,1.5,0.72,0.48,0.48,0,0.08
11,3,paper,0,1.25,0.4,0.4,0.6,0,0.08
11,3,scissors,0,1.25,0.4,0.6,0.4,0,0.08
11,3,rock,0,1.25,0.6,0.4,0.4,0,0.08
12,3,paper,0,1.25,0.4,0.4,0.6,0,0.08
12,3,scissors,0,1.25,0.4,0.6,0.4,0,0.08
12,3,rock,0,1.25,0.6,0.4,0.4,0,0.08
13,3,paper,0,1.25,0.4,0.4,0.6,0,0.08
13,3,scissors,0,1.25,0.4,0.6,0.4,0,0.08
13,3,rock,0,1.25,0.6,0.4,0.4,0,0.08
14,3,paper,0,1.25,0.4,0.4,0.6,0,0.08
14,3,scissors,0,1.25,0.4,0.6,0.4,0,0.08
14,3,rock,0,1.25,0.6,0.4,0.4,0,0.08
15,3,paper,0,1.25,0.4,0.4,0.6,0,0.08
15,3,scissors,0,1.25,0.4,0.6,0.4,0,0.08
15,3,rock,0,1.25,0.6,0.4,0.4,0,0.08
16,3,paper,0,1.1,0.35,0.35,0.53,0,0.08
16,3,scissors,0,1.1,0.35,0.53,0.35,0,0.08
16,3,rock,0,1.1,0.53,0.35,0.35,0,0.08
17,3,paper,0,1.1,0.35,0.35,0.53,0,0.08
17,3,scissors,0,1.1,0.35,0.53,0.35,0,0.08
17,3,rock,0,1.1,0.53,0.35,0.35,0,0.08
18,3,paper,0,1.1,0.35,0.35,0.53,0,0.08
18,3,scissors,0,1.1,0.35,0.53,0.35,0,0.08
18,3,rock,0,1.1,0.53,0.35,0.35,0,0.08
19,3,paper,0,1.1,0.35,0.35,0.53,0,0.08
19,3,scissors,0,1.1,0.35,0.53,0.35,0,0.08
19,3,rock,0,1.1,0.53,0.35,0.35,0,0.08
20,3,paper,0,1.1,0.35,0.35,0.53,0,0.08
20,3,scissors,0,1.1,0.35,0.53,0.35,0,0.08
20,3,rock,0,1.1,0.53,0.35,0.35,0,0.08
21,3,paper,0,1,0.32,0.32,0.48,0,0.08
21,3,scissors,0,1,0.32,0.48,0.32,0,0.08
21,3,rock,0,1,0.48,0.32,0.32,0,0.08
22,3,paper,0,1,0.32,0.32,0.48,0,0.08
22,3,scissors,0,1,0.32,0.48,0.32,0,0.08
22,3,rock,0,1,0.48,0.32,0.32,0,0.08
23,3,paper,0,1,0.32,0.32,0.48,0,0.08
23,3,scissors,0,1,0.32,0.48,0.32,0,0.08
23,3,rock,0,1,0.48,0.32,0.32,0,0.08
24,3,paper,0,1,0.32,0.32,0.48,0,0.08
24,3,scissors,0,1,0.32,0.48,0.32,0,0.08
24,3,rock,0,1,0.48,0.32,0.32,0,0.08
25,3,paper,0,1,0.32,0.32,0.48,0,0.08
25,3,scissors,0,1,0.32,0.48,0.32,0,0.08
25,3,rock,0,1,0.48,0.32,0.32,0,0.08
26,3,paper,0,0.8,0.26,0.26,0.38,0,0.08
26,3,scissors,0,0.8,0.26,0.38,0.26,0,0.08
26,3,rock,0,0.8,0.38,0.26,0.26,0,0.08
27,3,paper,0,0.8,0.26,0.26,0.38,0,0.08
27,3,scissors,0,0.8,0.26,0.38,0.26,0,0.08
27,3,rock,0,0.8,0.38,0.26,0.26,0,0.08
28,3,paper,0,0.8,0.26,0.26,0.38,0,0.08
28,3,scissors,0,0.8,0.26,0.38,0.26,0,0.08
28,3,rock,0,0.8,0.38,0.26,0.26,0,0.08
29,3,paper,0,0.8,0.26,0.26,0.38,0,0.08
29,3,scissors,0,0.8,0.26,0.38,0.26,0,0.08
29,3,rock,0,0.8,0.38,0.26,0.26,0,0.08
30,3,paper,0,0.8,0.26,0.26,0.38,0,0.08
30,3,scissors,0,0.8,0.26,0.38,0.26,0,0.08
30,3,rock,0,0.8,0.38,0.26,0.26,0,0.08
31,3,paper,0,0.7,0.22,0.22,0.34,0,0.08
31,3,scissors,0,0.7,0.22,0.34,0.22,0,0.08
31,3,rock,0,0.7,0.34,0.22,0.22,0,0.08
32,3,paper,0,0.7,0.22,0.22,0.34,0,0.08
32,3,scissors,0,0.7,0.22,0.34,0.22,0,0.08
32,3,rock,0,0.7,0.34,0.22,0.22,0,0.08
33,3,paper,0,0.7,0.22,0.22,0.34,0,0.08
33,3,scissors,0,0.7,0.22,0.34,0.22,0,0.08
33,3,rock,0,0.7,0.34,0.22,0.22,0,0.08
34,3,paper,0,0.7,0.22,0.22,0.34,0,0.08
34,3,scissors,0,0.7,0.22,0.34,0.22,0,0.08
34,3,rock,0,0.7,0.34,0.22,0.22,0,0.08
35,3,paper,0,0.7,0.22,0.22,0.34,0,0.08
35,3,scissors,0,0.7,0.22,0.34,0.22,0,0.08
35,3,rock,0,0.7,0.34,0.22,0.22,0,0.08
36,3,paper,0,0.6,0.19,0.19,0.29,0,0.08
36,3,scissors,0,0.6,0.19,0.29,0.19,0,0.08
36,3,rock,0,0.6,0.29,0.19,0.19,0,0.08
37,3,paper,0,0.6,0.19,0.19,0.29,0,0.08
37,3,scissors,0,0.6,0.19,0.29,0.19,0,0.08
37,3,rock,0,0.6,0.29,0.19,0.19,0,0.08
38,3,paper,0,0.6,0.19,0.19,0.29,0,0.08
38,3,scissors,0,0.6,0.19,0.29,0.19,0,0.08
38,3,rock,0,0.6,0.29,0.19,0.19,0,0.08
39,3,paper,0,0.6,0.19,0.19,0.29,0,0.08
39,3,scissors,0,0.6,0.19,0.29,0.19,0,0.08
39,3,rock,0,0.6,0.29,0.19,0.19,0,0.08
40,3,paper,0,0.6,0.19,0.19,0.29,0,0.08
40,3,scissors,0,0.6,0.19,0.29,0.19,0,0.08
40,3,rock,0,0.6,0.29,0.19,0.19,0,0.08
41,3,paper,0,0.5,0.16,0.16,0.24,0,0.08
41,3,scissors,0,0.5,0.16,0.24,0.16,0,0.08
41,3,rock,0,0.5,0.24,0.16,0.16,0,0.08
42,3,paper,0,0.5,0.16,0.16,0.24,0,0.08
42,3,scissors,0,0.5,0.16,0.24,0.16,0,0.08
42,3,rock,0,0.5,0.24,0.16,0.16,0,0.08
43,3,paper,0,0.5,0.16,0.16,0.24,0,0.08
43,3,scissors,0,0.5,0.16,0.24,0.16,0,0.08
43,3,rock,0,0.5,0.24,0.16,0.16,0,0.08
44,3,paper,0,0.5,0.16,0.16,0.24,0,0.08
44,3,scissors,0,0.5,0.16,0.24,0.16,0,0.08
44,3,rock,0,0.5,0.24,0.16,0.16,0,0.08
45,3,paper,0,0.5,0.16,0.16,0.24,0,0.08
45,3,scissors,0,0.5,0.16,0.24,0.16,0,0.08
45,3,rock,0,0.5,0.24,0.16,0.16,0,0.08
46,3,paper,0,0.45,0.14,0.14,0.22,0,0.08
46,3,scissors,0,0.45,0.14,0.22,0.14,0,0.08
46,3,rock,0,0.45,0.22,0.14,0.14,0,0.08
47,3,paper,0,0.45,0.14,0.14,0.22,0,0.08
47,3,scissors,0,0.45,0.14,0.22,0.14,0,0.08
47,3,rock,0,0.45,0.22,0.14,0.14,0,0.08
48,3,paper,0,0.45,0.14,0.14,0.22,0,0.08
48,3,scissors,0,0.45,0.14,0.22,0.14,0,0.08
48,3,rock,0,0.45,0.22,0.14,0.14,0,0.08
49,3,paper,0,0.45,0.14,0.14,0.22,0,0.08
49,3,scissors,0,0.45,0.14,0.22,0.14,0,0.08
49,3,rock,0,0.45,0.22,0.14,0.14,0,0.08
50,3,paper,0,0.45,0.14,0.14,0.22,0,0.08
50,3,scissors,0,0.45,0.14,0.22,0.14,0,0.08
50,3,rock,0,0.45,0.22,0.14,0.14,0,0.08
51,3,paper,0,0.45,0.14,0.14,0.22,0,0.08
51,3,scissors,0,0.45,0.14,0.22,0.14,0,0.08
51,3,rock,0,0.45,0.22,0.14,0.14,0,0.08
52,3,paper,0,0.45,0.14,0.14,0.22,0,0.08
52,3,scissors,0,0.45,0.14,0.22,0.14,0,0.08
52,3,rock,0,0.45,0.22,0.14,0.14,0,0.08
53,3,paper,0,0.45,0.14,0.14,0.22,0,0.08
53,3,scissors,0,0.45,0.14,0.22,0.14,0,0.08
53,3,rock,0,0.45,0.22,0.14,0.14,0,0.08
54,3,paper,0,0.45,0.14,0.14,0.22,0,0.08
54,3,scissors,0,0.45,0.14,0.22,0.14,0,0.08
54,3,rock,0,0.45,0.22,0.14,0.14,0,0.08
55,3,paper,0,0.45,0.14,0.14,0.22,0,0.08
55,3,scissors,0,0.45,0.14,0.22,0.14,0,0.08
55,3,rock,0,0.45,0.22,0.14,0.14,0,0.08
56,3,paper,0,0.45,0.14,0.14,0.22,0,0.08
56,3,scissors,0,0.45,0.14,0.22,0.14,0,0.08
56,3,rock,0,0.45,0.22,0.14,0.14,0,0.08
57,3,paper,0,0.45,0.14,0.14,0.22,0,0.08
57,3,scissors,0,0.45,0.14,0.22,0.14,0,0.08
57,3,rock,0,0.45,0.22,0.14,0.14,0,0.08
58,3,paper,0,0.45,0.14,0.14,0.22,0,0.08
58,3,scissors,0,0.45,0.14,0.22,0.14,0,0.08
58,3,rock,0,0.45,0.22,0.14,0.14,0,0.08
59,3,paper,0,0.45,0.14,0.14,0.22,0,0.08
59,3,scissors,0,0.45,0.14,0.22,0.14,0,0.08
59,3,rock,0,0.45,0.22,0.14,0.14,0,0.08
60,3,paper,0,0.45,0.14,0.14,0.22,0,0.08
60,3,scissors,0,0.45,0.14,0.22,0.14,0,0.08
60,3,rock,0,0.45,0.22,0.14,0.14,0,0.08
1,4,paper,0,1.1,0.35,0.35,0.53,0,0.08
1,4,scissors,0,1.1,0.35,0.53,0.35,0,0.08
1,4,rock,0,1.1,0.53,0.35,0.35,0,0.08
2,4,paper,0,1.1,0.35,0.35,0.53,0,0.08
2,4,scissors,0,1.1,0.35,0.53,0.35,0,0.08
2,4,rock,0,1.1,0.53,0.35,0.35,0,0.08
3,4,paper,0,1.1,0.35,0.35,0.53,0,0.08
3,4,scissors,0,1.1,0.35,0.53,0.35,0,0.08
3,4,rock,0,1.1,0.53,0.35,0.35,0,0.08
4,4,paper,0,1.1,0.35,0.35,0.53,0,0.08
4,4,scissors,0,1.1,0.35,0.53,0.35,0,0.08
4,4,rock,0,1.1,0.53,0.35,0.35,0,0.08
5,4,paper,0,1.1,0.35,0.35,0.53,0,0.08
5,4,scissors,0,1.1,0.35,0.53,0.35,0,0.08
5,4,rock,0,1.1,0.53,0.35,0.35,0,0.08
6,4,paper,0,1,0.32,0.32,0.48,0,0.08
6,4,scissors,0,1,0.32,0.48,0.32,0,0.08
6,4,rock,0,1,0.48,0.32,0.32,0,0.08
7,4,paper,0,1,0.32,0.32,0.48,0,0.08
7,4,scissors,0,1,0.32,0.48,0.32,0,0.08
7,4,rock,0,1,0.48,0.32,0.32,0,0.08
8,4,paper,0,1,0.32,0.32,0.48,0,0.08
8,4,scissors,0,1,0.32,0.48,0.32,0,0.08
8,4,rock,0,1,0.48,0.32,0.32,0,0.08
9,4,paper,0,1,0.32,0.32,0.48,0,0.08
9,4,scissors,0,1,0.32,0.48,0.32,0,0.08
9,4,rock,0,1,0.48,0.32,0.32,0,0.08
10,4,paper,0,1,0.32,0.32,0.48,0,0.08
10,4,scissors,0,1,0.32,0.48,0.32,0,0.08
10,4,rock,0,1,0.48,0.32,0.32,0,0.08
11,4,paper,0,0.8,0.26,0.26,0.38,0,0.08
11,4,scissors,0,0.8,0.26,0.38,0.26,0,0.08
11,4,rock,0,0.8,0.38,0.26,0.26,0,0.08
12,4,paper,0,0.8,0.26,0.26,0.38,0,0.08
12,4,scissors,0,0.8,0.26,0.38,0.26,0,0.08
12,4,rock,0,0.8,0.38,0.26,0.26,0,0.08
13,4,paper,0,0.8,0.26,0.26,0.38,0,0.08
13,4,scissors,0,0.8,0.26,0.38,0.26,0,0.08
13,4,rock,0,0.8,0.38,0.26,0.26,0,0.08
14,4,paper,0,0.8,0.26,0.26,0.38,0,0.08
14,4,scissors,0,0.8,0.26,0.38,0.26,0,0.08
14,4,rock,0,0.8,0.38,0.26,0.26,0,0.08
15,4,paper,0,0.8,0.26,0.26,0.38,0,0.08
15,4,scissors,0,0.8,0.26,0.38,0.26,0,0.08
15,4,rock,0,0.8,0.38,0.26,0.26,0,0.08
16,4,paper,0,0.7,0.22,0.22,0.34,0,0.08
16,4,scissors,0,0.7,0.22,0.34,0.22,0,0.08
16,4,rock,0,0.7,0.34,0.22,0.22,0,0.08
17,4,paper,0,0.7,0.22,0.22,0.34,0,0.08
17,4,scissors,0,0.7,0.22,0.34,0.22,0,0.08
17,4,rock,0,0.7,0.34,0.22,0.22,0,0.08
18,4,paper,0,0.7,0.22,0.22,0.34,0,0.08
18,4,scissors,0,0.7,0.22,0.34,0.22,0,0.08
18,4,rock,0,0.7,0.34,0.22,0.22,0,0.08
19,4,paper,0,0.7,0.22,0.22,0.34,0,0.08
19,4,scissors,0,0.7,0.22,0.34,0.22,0,0.08
19,4,rock,0,0.7,0.34,0.22,0.22,0,0.08
20,4,paper,0,0.7,0.22,0.22,0.34,0,0.08
20,4,scissors,0,0.7,0.22,0.34,0.22,0,0.08
20,4,rock,0,0.7,0.34,0.22,0.22,0,0.08
21,4,paper,0,0.6,0.19,0.19,0.29,0,0.08
21,4,scissors,0,0.6,0.19,0.29,0.19,0,0.08
21,4,rock,0,0.6,0.29,0.19,0.19,0,0.08
22,4,paper,0,0.6,0.19,0.19,0.29,0,0.08
22,4,scissors,0,0.6,0.19,0.29,0.19,0,0.08
22,4,rock,0,0.6,0.29,0.19,0.19,0,0.08
23,4,paper,0,0.6,0.19,0.19,0.29,0,0.08
23,4,scissors,0,0.6,0.19,0.29,0.19,0,0.08
23,4,rock,0,0.6,0.29,0.19,0.19,0,0.08
24,4,paper,0,0.6,0.19,0.19,0.29,0,0.08
24,4,scissors,0,0.6,0.19,0.29,0.19,0,0.08
24,4,rock,0,0.6,0.29,0.19,0.19,0,0.08
25,4,paper,0,0.6,0.19,0.19,0.29,0,0.08
25,4,scissors,0,0.6,0.19,0.29,0.19,0,0.08
25,4,rock,0,0.6,0.29,0.19,0.19,0,0.08
26,4,paper,0,0.5,0.16,0.16,0.24,0,0.08
26,4,scissors,0,0.5,0.16,0.24,0.16,0,0.08
26,4,rock,0,0.5,0.24,0.16,0.16,0,0.08
27,4,paper,0,0.5,0.16,0.16,0.24,0,0.08
27,4,scissors,0,0.5,0.16,0.24,0.16,0,0.08
27,4,rock,0,0.5,0.24,0.16,0.16,0,0.08
28,4,paper,0,0.5,0.16,0.16,0.24,0,0.08
28,4,scissors,0,0.5,0.16,0.24,0.16,0,0.08
28,4,rock,0,0.5,0.24,0.16,0.16,0,0.08
29,4,paper,0,0.5,0.16,0.16,0.24,0,0.08
29,4,scissors,0,0.5,0.16,0.24,0.16,0,0.08
29,4,rock,0,0.5,0.24,0.16,0.16,0,0.08
30,4,paper,0,0.5,0.16,0.16,0.24,0,0.08
30,4,scissors,0,0.5,0.16,0.24,0.16,0,0.08
30,4,rock,0,0.5,0.24,0.16,0.16,0,0.08
31,4,paper,0,0.45,0.14,0.14,0.22,0,0.08
31,4,scissors,0,0.45,0.14,0.22,0.14,0,0.08
31,4,rock,0,0.45,0.22,0.14,0.14,0,0.08
32,4,paper,0,0.45,0.14,0.14,0.22,0,0.08
32,4,scissors,0,0.45,0.14,0.22,0.14,0,0.08
32,4,rock,0,0.45,0.22,0.14,0.14,0,0.08
33,4,paper,0,0.45,0.14,0.14,0.22,0,0.08
33,4,scissors,0,0.45,0.14,0.22,0.14,0,0.08
33,4,rock,0,0.45,0.22,0.14,0.14,0,0.08
34,4,paper,0,0.45,0.14,0.14,0.22,0,0.08
34,4,scissors,0,0.45,0.14,0.22,0.14,0,0.08
34,4,rock,0,0.45,0.22,0.14,0.14,0,0.08
35,4,paper,0,0.45,0.14,0.14,0.22,0,0.08
35,4,scissors,0,0.45,0.14,0.22,0.14,0,0.08
35,4,rock,0,0.45,0.22,0.14,0.14,0,0.08
36,4,paper,0,0.45,0.14,0.14,0.22,0,0.08
36,4,scissors,0,0.45,0.14,0.22,0.14,0,0.08
36,4,rock,0,0.45,0.22,0.14,0.14,0,0.08
37,4,paper,0,0.45,0.14,0.14,0.22,0,0.08
37,4,scissors,0,0.45,0.14,0.22,0.14,0,0.08
37,4,rock,0,0.45,0.22,0.14,0.14,0,0.08
38,4,paper,0,0.45,0.14,0.14,0.22,0,0.08
38,4,scissors,0,0.45,0.14,0.22,0.14,0,0.08
38,4,rock,0,0.45,0.22,0.14,0.14,0,0.08
39,4,paper,0,0.45,0.14,0.14,0.22,0,0.08
39,4,scissors,0,0.45,0.14,0.22,0.14,0,0.08
39,4,rock,0,0.45,0.22,0.14,0.14,0,0.08
40,4,paper,0,0.45,0.14,0.14,0.22,0,0.08
40,4,scissors,0,0.45,0.14,0.22,0.14,0,0.08
40,4,rock,0,0.45,0.22,0.14,0.14,0,0.08
41,4,paper,0,0.45,0.14,0.14,0.22,0,0.08
41,4,scissors,0,0.45,0.14,0.22,0.14,0,0.08
41,4,rock,0,0.45,0.22,0.14,0.14,0,0.08
42,4,paper,0,0.45,0.14,0.14,0.22,0,0.08
42,4,scissors,0,0.45,0.14,0.22,0.14,0,0.08
42,4,rock,0,0.45,0.22,0.14,0.14,0,0.08
43,4,paper,0,0.45,0.14,0.14,0.22,0,0.08
43,4,scissors,0,0.45,0.14,0.22,0.14,0,0.08
43,4,rock,0,0.45,0.22,0.14,0.14,0,0.08
44,4,paper,0,0.45,0.14,0.14,0.22,0,0.08
44,4,scissors,0,0.45,0.14,0.22,0.14,0,0.08
44,4,rock,0,0.45,0.22,0.14,0.14,0,0.08
45,4,paper,0,0.45,0.14,0.14,0.22,0,0.08
45,4,scissors,0,0.45,0.14,0.22,0.14,0,0.08
45,4,rock,0,0.45,0.22,0.14,0.14,0,0.08
1,5,paper,0,0.7,0.22,0.22,0.34,0,0.08
1,5,scissors,0,0.7,0.22,0.34,0.22,0,0.08
1,5,rock,0,0.7,0.34,0.22,0.22,0,0.08
2,5,paper,0,0.7,0.22,0.22,0.34,0,0.08
2,5,scissors,0,0.7,0.22,0.34,0.22,0,0.08
2,5,rock,0,0.7,0.34,0.22,0.22,0,0.08
3,5,paper,0,0.7,0.22,0.22,0.34,0,0.08
3,5,scissors,0,0.7,0.22,0.34,0.22,0,0.08
3,5,rock,0,0.7,0.34,0.22,0.22,0,0.08
4,5,paper,0,0.7,0.22,0.22,0.34,0,0.08
4,5,scissors,0,0.7,0.22,0.34,0.22,0,0.08
4,5,rock,0,0.7,0.34,0.22,0.22,0,0.08
5,5,paper,0,0.7,0.22,0.22,0.34,0,0.08
5,5,scissors,0,0.7,0.22,0.34,0.22,0,0.08
5,5,rock,0,0.7,0.34,0.22,0.22,0,0.08
6,5,paper,0,0.6,0.19,0.19,0.29,0,0.08
6,5,scissors,0,0.6,0.19,0.29,0.19,0,0.08
6,5,rock,0,0.6,0.29,0.19,0.19,0,0.08
7,5,paper,0,0.6,0.19,0.19,0.29,0,0.08
7,5,scissors,0,0.6,0.19,0.29,0.19,0,0.08
7,5,rock,0,0.6,0.29,0.19,0.19,0,0.08
8,5,paper,0,0.6,0.19,0.19,0.29,0,0.08
8,5,scissors,0,0.6,0.19,0.29,0.19,0,0.08
8,5,rock,0,0.6,0.29,0.19,0.19,0,0.08
9,5,paper,0,0.6,0.19,0.19,0.29,0,0.08
9,5,scissors,0,0.6,0.19,0.29,0.19,0,0.08
9,5,rock,0,0.6,0.29,0.19,0.19,0,0.08
10,5,paper,0,0.6,0.19,0.19,0.29,0,0.08
10,5,scissors,0,0.6,0.19,0.29,0.19,0,0.08
10,5,rock,0,0.6,0.29,0.19,0.19,0,0.08
11,5,paper,0,0.5,0.16,0.16,0.24,0,0.08
11,5,scissors,0,0.5,0.16,0.24,0.16,0,0.08
11,5,rock,0,0.5,0.24,0.16,0.16,0,0.08
12,5,paper,0,0.5,0.16,0.16,0.24,0,0.08
12,5,scissors,0,0.5,0.16,0.24,0.16,0,0.08
12,5,rock,0,0.5,0.24,0.16,0.16,0,0.08
13,5,paper,0,0.5,0.16,0.16,0.24,0,0.08
13,5,scissors,0,0.5,0.16,0.24,0.16,0,0.08
13,5,rock,0,0.5,0.24,0.16,0.16,0,0.08
14,5,paper,0,0.5,0.16,0.16,0.24,0,0.08
14,5,scissors,0,0.5,0.16,0.24,0.16,0,0.08
14,5,rock,0,0.5,0.24,0.16,0.16,0,0.08
15,5,paper,0,0.5,0.16,0.16,0.24,0,0.08
15,5,scissors,0,0.5,0.16,0.24,0.16,0,0.08
15,5,rock,0,0.5,0.24,0.16,0.16,0,0.08
16,5,paper,0,0.45,0.14,0.14,0.22,0,0.08
16,5,scissors,0,0.45,0.14,0.22,0.14,0,0.08
16,5,rock,0,0.45,0.22,0.14,0.14,0,0.08
17,5,paper,0,0.45,0.14,0.14,0.22,0,0.08
17,5,scissors,0,0.45,0.14,0.22,0.14,0,0.08
17,5,rock,0,0.45,0.22,0.14,0.14,0,0.08
18,5,paper,0,0.45,0.14,0.14,0.22,0,0.08
18,5,scissors,0,0.45,0.14,0.22,0.14,0,0.08
18,5,rock,0,0.45,0.22,0.14,0.14,0,0.08
19,5,paper,0,0.45,0.14,0.14,0.22,0,0.08
19,5,scissors,0,0.45,0.14,0.22,0.14,0,0.08
19,5,rock,0,0.45,0.22,0.14,0.14,0,0.08
20,5,paper,0,0.45,0.14,0.14,0.22,0,0.08
20,5,scissors,0,0.45,0.14,0.22,0.14,0,0.08
20,5,rock,0,0.45,0.22,0.14,0.14,0,0.08
21,5,paper,0,0.45,0.14,0.14,0.22,0,0.08
21,5,scissors,0,0.45,0.14,0.22,0.14,0,0.08
21,5,rock,0,0.45,0.22,0.14,0.14,0,0.08
22,5,paper,0,0.45,0.14,0.14,0.22,0,0.08
22,5,scissors,0,0.45,0.14,0.22,0.14,0,0.08
22,5,rock,0,0.45,0.22,0.14,0.14,0,0.08
23,5,paper,0,0.45,0.14,0.14,0.22,0,0.08
23,5,scissors,0,0.45,0.14,0.22,0.14,0,0.08
23,5,rock,0,0.45,0.22,0.14,0.14,0,0.08
24,5,paper,0,0.45,0.14,0.14,0.22,0,0.08
24,5,scissors,0,0.45,0.14,0.22,0.14,0,0.08
24,5,rock,0,0.45,0.22,0.14,0.14,0,0.08
25,5,paper,0,0.45,0.14,0.14,0.22,0,0.08
25,5,scissors,0,0.45,0.14,0.22,0.14,0,0.08
25,5,rock,0,0.45,0.22,0.14,0.14,0,0.08
26,5,paper,0,0.45,0.14,0.14,0.22,0,0.08
26,5,scissors,0,0.45,0.14,0.22,0.14,0,0.08
26,5,rock,0,0.45,0.22,0.14,0.14,0,0.08
27,5,paper,0,0.45,0.14,0.14,0.22,0,0.08
27,5,scissors,0,0.45,0.14,0.22,0.14,0,0.08
27,5,rock,0,0.45,0.22,0.14,0.14,0,0.08
28,5,paper,0,0.45,0.14,0.14,0.22,0,0.08
28,5,scissors,0,0.45,0.14,0.22,0.14,0,0.08
28,5,rock,0,0.45,0.22,0.14,0.14,0,0.08
29,5,paper,0,0.45,0.14,0.14,0.22,0,0.08
29,5,scissors,0,0.45,0.14,0.22,0.14,0,0.08
29,5,rock,0,0.45,0.22,0.14,0.14,0,0.08
30,5,paper,0,0.45,0.14,0.14,0.22,0,0.08
30,5,scissors,0,0.45,0.14,0.22,0.14,0,0.08
30,5,rock,0,0.45,0.22,0.14,0.14,0,0.08
