KEY,EN,CN
LC_capture_points_detail_occupy,,占领其他国<color=#b76a2d>{0}级</color>土地
LC_capture_points_detail_beoccupied,,失去其他国<color=#b76a2d>{0}级</color>土地
LC_capture_points_detail_alliance_occupy,,联盟占领<color=#b76a2d>{0}级</color>边境
LC_capture_points_detail_alliance_beoccupied,,联盟失去<color=#b76a2d>{0}级</color>边境
LC_capture_points_header_gainpoints,,占领积分
LC_capture_map_tile,,占领此地块可获得积分{0}
LC_capture_points_title_tile,,占领其他国土地
LC_capture_points_title_pass,,占领边境
LC_capture_points_header_tile,,土地等级
LC_capture_points_header_pass,,边境等级
LC_domination_detail,,活动详情
LC_domination_detail_title,,"集结盟友, 击败魔王之影, 赢取丰厚奖励!"
LC_domination_detail_description,,"召唤并击退魔王之影, 赢取丰厚奖励! \n每个联盟城市每天都可以召唤一次魔王之影"
LC_domination_summon_button,,开始召唤
LC_domination_detail_reward_title,,参与活动可以获得以下奖励
LC_domination_detail_reward_description,,点击查看奖励详细内容
LC_domination_rule_button,,活动规则
LC_domination_detail_name,,魔王之影{0}级
LC_domination_detail_jump_button,,开始迎击
LC_domination_detail_time_limited,,剩余时间: \n{0}
LC_domination_rule_detail,,"[开启时间]\n{0}, <color=#666666>盟主和官员</color>可以在每日(当日{1}到次日{2}之间)任意时刻开启活动. 请尽量选择盟友都在线的时段开启. </color>\n\n[活动说明]: \n1. 己方联盟占领的每个NPC城市每天均可召唤一次魔王之影. 召唤后, 魔王之影将出现在盟主和官员<color=#666666>所选择的城市中心</color>, 请联盟管理者提前通知盟友做好准备. \n2. 召唤出的魔王之影等级与所选城市中心等级相同, 魔王之影等级越高, 战斗力就越强, 奖励也越丰厚. \n3. 魔王之影被召唤后最多存在8小时, 在限定时间内将魔王之影成功击退(将魔王之影血量降为0), 联盟全体成员均可获得奖励, 伤害排名前三和完成最后一击的玩家会获得额外的奖励. \n4. 如果未在限定时间内击退魔王之影, 本次召唤就宣告击退失败. \n5. 若完成最后一击的玩家非本联盟成员, 视为击退失败, 奖励由完成最后一击的玩家所属联盟获得, 伤害排名奖励不受影响, 若完成最后一击的玩家若未加入任何联盟, 则不会发放奖励. \n\n[奖励发放]\n1. 成功击退一次魔王之影后, 联盟全体成员均可获得奖励, 相应奖励由邮件发放. \n2. 伤害排名前三和完成最后一击的玩家将收到额外奖励. \n3. 奖励发放之前, <color=#666666>请尽量不要退出联盟</color>, 否则可能无法收到奖励. "
LC_domination_allianceonly,,"您需要加入一个联盟才能参与活动. 魔王之影十分强大, 快加入联盟和盟友一起获取深渊宝藏吧. "
LC_domination_nocity,,"联盟需要占领一个城市才能参与活动. 只有在城市才能召唤魔王之影, 快去占领城市吧. "
LC_button_next,,下一步
LC_button_summon,,召唤
LC_domination_allsummoned,,今日所有联盟城市均已召唤过魔王之影. 
LC_domination_notleader,,"只有盟主和官员可以开启活动, 快联系他们吧. "
LC_domination_summon_confirm,,请确保您集结了足够多的盟友以对抗魔王之影. 确定要召唤吗?
LC_domination_summon_choosecity_title,,选择城市
LC_domination_summon_confirm_final,,"将会在{0} {1}级{2}, ({3})召唤出 {4} {5}级. 确定召唤吗?"
LC_domination_history,,战斗历史
LC_domination_history_rank_button,,查看排名
LC_domination_rank_title,,查看排名
LC_domination_rank_header_ranking,,排名
LC_domination_rank_header_playername,,玩家名称
LC_domination_rank_header_points,,总伤害
LC_domination_history_title,,{0}召唤数量: {1}
LC_domination_map_rank,,伤害排名
LC_domination_map_name,,魔王之影\n{0}级
LC_domination_map_reward,,联盟全体成员可获得
LC_occupy_tile,tile,土地
LC_occupy_cityoutside,cityoutside,外城
LC_rank_occupation_detail,,攻城排行规则说明
LC_troop,,部队
LC_troop_equipped,,在部队{0}中
LC_melee_map_level,Lv.  {0},{0}级
LC_domination_notice_choose_city,,请选择一个城市
LC_domination_all_member,,联盟全员
LC_domination_last_hit,,最后一击
LC_troop_formation,,<color=#fffb9bff>{0}</color> 配置
LC_hero_pool_desc,,"卡池列表表明了该宝箱可能出现的卡牌, 以及卡牌掉落的概率. "
LC_most_potential_hero,,当前最强潜力英雄
LC_button_tile_cancelupgrade,,取消升级
LC_alliance_output_addition,Output addition by alliance,联盟产量加成
LC_task_progress_short,,进度
LC_firstdown_reward,,首占奖励
LC_firstdown_reward_received,,您已经占领了{0}级土地
LC_alliance_power,,实力值
LC_gacha_hero_can_levelup,,可以升级了! 
LC_hero_pool_content_top,,"{0}, 宝箱内包含的卡牌价值: "
LC_hero_pool_content_pool_title,,宝箱内可能包含
LC_hero_background_title,,英雄介绍
LC_alliance_multiplies_level,,联盟等级加成
LC_alliance_member_number,,成员数量
LC_troop_format_unlock_detail,,解锁需要{0}级部队集合点
LC_troop_format_error_location,,拖动卡牌放入卡槽中
LC_player_desc_waiting,,请输入您的个人简介
LC_chat_state,state,本国
LC_button_recruit_all,,全部治疗
LC_button_recruit_all_in_recruiting,,部队中所有英雄均在治疗
LC_player_hero_avater_locked,,获得英雄{0}可解锁该头像
LC_mail_empty,,您的邮箱为空
LC_force_grow_info_title,,实力值进阶
LC_force_grow_info_content,,"<size=24><color=#777057>个人实力值越高, 排行榜排名越靠前, 可通过占领更高级的土地获得, 失去土地则减少相应实力值. </color></size>\n\n<size=24><color=#777057>资源地块: </color></size>\n<size=22><color=#948d76>资源地块1级 + 5 资源地块2级 + 10 资源地块3级 +20 \n资源地块4级 + 40 资源地块5级 + 80 资源地块6级 + 160 \n资源地块7级 + 320 资源地块8级 +640  资源地块9级 +1280 \n资源地块10级 + 2560 资源地块11级 +5120 \n资源地块12级 + 10240</color></size>\n\n<size=24><color=#777057>外城: </color></size>\n<size=22><color=#948d76>外城4级 + 80 外城5级 + 160 外城6级 + 320 外城7级 +640 \n外城8级 + 1280 外城9级 + 2560 外城10级 + 5120 \n外城11级 + 10240 外城12级 + 20480 外城13级 + 30720</color></size>\n\n<size=24><color=#777057>桥梁:  </color></size>\n<size=22><color=#948d76>桥梁4级 + 60</color>\n\n</size><size=24><color=#777057>其他: </color></size>\n<size=22><color=#948d76>自建要塞1级 + 5 自建要塞2级 + 10 自建要塞3级 + 20 \n自建要塞4级 + 40 自建要塞5级 + 80</size></color>"
LC_build_list_unlock_tips,,将{0}升级到{1}级以解锁该建筑
LC_alliance_language_cn,,简体中文
LC_alliance_language_en,,English
LC_alliance_language_fr,,Français
LC_alliance_language_de,,Deutsch
LC_alliance_language_cz,,Czech
LC_alliance_language_pl,,Polski
LC_player_hero_avater_change,,更换
LC_player_hero_avater_title,,选择一个头像
LC_player_hero_avater_choose_one,,请选择一个头像
LC_player_hero_avater_using,,正在使用该头像
LC_player_hero_avater_set_success,,头像设置成功
LC_townhall_power_require,,实力值等级达到{0}级
LC_alliance_language,,联盟语言
LC_alliance_language_view,,更换
LC_country_full,,满员
LC_country_crowded,,拥挤
LC_country_average,,普通
LC_country_smooth,,空旷
LC_country_choose_confirm,,你确定选择{0}作为出生点么?只有一次机会选择哦. 
LC_country_chosen_country_full,,"你选择的国家太火爆, 没有位置了. "
LC_hero_attack_description,,攻击力加成
LC_hero_defence_description,,防御力加成
LC_durability_description,,耐久度加成
LC_building_upgrade_previouse_building,,{0} {1}级
LC_building_upgrade_previouse,,升级要求
LC_button_month_card_jump,,购买月卡
LC_alliance_city_resource_produce,,联盟城市资源产量
LC_building_broken,,被摧毁的{0} {1}级
LC_building_list_locked,,需要 {0} {1}级
LC_reward_receivable,,可领取
LC_domination_name,,魔王之影
LC_receive_chapter_award,,领取奖励
LC_receive_daily_award,,点击查看
LC_domination_defeat,,击败{0}级魔王之影
LC_button_go_upgrade,,去升级
LC_button_go_occupy,,去占地
LC_time_left,,剩余时间: 
LC_HUD_house_keeper_tips,,来看看今日您领地的待办事项吧.
LC_fresh_protection_title,,新手保护状态
LC_fresh_protection_Intro,,"您的势力目前处于新手保护状态, 有以下效果: "
LC_fresh_protection_townhall_title,,指挥所免战保护
LC_fresh_protection_townhall_desc,,"以指挥所为中心, 周围2格内的本势力土地无法被其他势力攻击. "
LC_fresh_protection_energy_title,,体力消耗减半/移动时间减半
LC_fresh_protection_energy_desc,,"英雄行动的体力消耗减半至1点(正常状态为2点),英雄移动时间减半."
LC_fresh_protection_alliance_title,,加入联盟冷却缩减
LC_fresh_protection_alliance_desc,,"离开联盟后, 再次加入联盟的冷却时间下降为30分钟(正常状态为24小时)"
LC_fresh_protection_time_desc,,新手保护状态结束倒计时
LC_smart_gift,,每日精选
LC_hero_upgrade_fragment_short,,您还需要{0}张卡牌才能升级
LC_hero_upgrade_gold_short,,"金币不足, 要进入商店吗?"
LC_gold_short,,金币不足
LC_troop_too_far,,距离过远
LC_occupy_rule,,"抢夺其他玩家土地, 获得积分, 换取奖励! \n活动结算后, 奖励将通过邮件发送. "
LC_capture_rule,,"占领边境或其他国家土地, 联盟即可获得积分(失去则相应扣除积分). 活动结算后, 奖励将通过邮件发送. "
LC_force_townhall_max,,再提升{0}点实力值即可获得进阶奖励. 
LC_force_townhall_max_icon,,满级
LC_recruit_troop_empty,,"您的部队为空,请先上阵英雄."
LC_troop_moving,,正在移动
LC_troop_moving_tips,,{0}正在移动中
LC_domination_map_reward_tips,,排名奖励发放以最终排名为准
LC_finish_time,,结束时间
LC_campaign_monster,,恶魔
LC_coordinate_jump_confirm,,是否跳转到坐标{0}
LC_unlock_tribute,,指挥所3级解锁贡品
LC_domination_battle_result_normal,,"经过奋战, 您的部队削弱了魔王之影的力量."
LC_domination_battle_result_win,,"经过奋战, 您的部队完成了对魔王之影的最后一击."
LC_unlock_build_queue_tips,,您解锁了第二队列
LC_melee_detail_rule,,"消灭{0}, 获取积分, 赢得奖励! \n奖励将通过邮件发送. "
LC_auto_battle,,自动战斗
LC_no_tile_build_tip,,新的建筑必须建在您所占领的空土地上.
LC_no_tile_build_warning,,需要占领新的地块来建造新建筑.
LC_not_tile_build_title,,无法建造新建筑
LC_button_auto_battle_animation,,自动播放战斗动画
LC_melee_prepare_title,,"{0}军团蠢蠢欲动, 消灭他们, 赢取丰厚奖励 !"
LC_occupy_prepare_title,,"为联盟而战, 为荣誉而战!  \n<size=24>占领其他玩家土地, 角逐荣誉排行榜, 赢取丰厚奖励!</size>"
LC_capture_prepare_title,,"捍卫国土, 统一大陆! \n<size=24>谁才是大陆中的最强联盟? 和你的盟友们一起, 与敌人一决雌雄!</size>"
LC_picture_loading,,图片正在加载中. . .
LC_hero_join_card_pool,,{0}已可从宝箱中获得!
LC_force_grow_rewards,,实力值进阶奖励
LC_change_server_status,,服务器状态
LC_change_server_status_affluent,,流畅
LC_change_server_status_crowd,,火爆
LC_change_server_status_maintain,,维护
LC_change_server_title,,选择服务器
LC_change_server_current,,当前服务器
LC_change_server_exist_role,,我的服务器
LC_change_server_suggest,,推荐服务器
LC_change_server_start_time,,开服时间:
LC_change_server_server,,服
LC_change_server_confirm_desc,,确认在{0}创建一个新角色吗 ?
LC_change_server_exist_role_confirm,,确认用该角色登录吗?
LC_house_keeper_state_server,,所属服务器:
LC_house_keeper_state_playerid,,玩家ID:
LC_melee_evil_nian,,邪恶年兽
LC_melee_nian,,年兽
LC_force_grow_upgrade_again,,再提升{0}点实力值即可进阶
LC_campaign_melee_nian,,年兽大作战
LC_change_server_full,,所选服务器已经停止创建新角色!
LC_change_server_error,,"切换服务器出错, 请稍后重试."
LC_login_reward_date,,第{0}天
LC_label_alliance_last_login_time,,最后登录时间
LC_title_login_reward,,登录第{0}天奖励
LC_mine,,我的
LC_introduce_chest_loot_desc,,今天<color=#03760e>占领地块</color>获得了<color=#03760e>{0}个宝箱</color>了，还可以获得<color=#03760e>{1}个</color>，去<color=#03760e>占领更多的地块吧！</color>
LC_introduce_resouce_loot_desc,,今天<color=#03760e>占领地块</color>或<color=#03760e>扫荡地块</color>还可以<color=#03760e>立即获得资源</color>，打开管家界面查看详情。
LC_HUD_building_queue_idle,,空闲
LC_HUD_building_queue_unlock,,未解锁
LC_button_return_immediately,,立即返回
LC_button_enter_shop,,进入商店
LC_campaign_loginrewards,,登录奖励
LC_campaign_newserver_rank,,实力崛起
LC_campaign_newserver_recruit,,招募盟友
LC_campaign_newserver_siege,,联盟攻城
LC_campaign_newserver_newplayertask,,七日目标
LC_introduce_resouce_increase_desc,,地块未到上限，还可以占地<color=#03760e>提升资源产量</color>，点击资源区域可查看当前产量。
LC_introduce_tile_limit_short_desc,,占地数量即将达到上限，可以<color=#03760e>放弃低级地块</color>用以占领高级地。
LC_house_keeper_res_warehouse,,仓库详情
LC_rank_state,,本国排行
