KEY,EN,CN
LC_skilldes_hero_526_skill_3,,"{0}%几率触发, 使<color=#f6a414>敌方全体英雄</color>受到伤害{2}点, 并使其受到<color=#f6a414>缴械效果, 不能普攻</color>, 持续{6}回合. 释放后需蓄力至少3回合. "
LC_skilldes_hero_526_skill_4,,"<color=#f6a414>生命值少于{1}%时受到攻击</color>, {0}%几率触发, 使<color=#f6a414>敌方竖排英雄</color>受到<color=#f6a414>昏迷效果, 不能普通攻击以及释放技能, 被攻击则解除</color>, 持续{3}回合. 释放后需蓄力至少3回合. "
LC_skilldes_hero_527_skill_1,,"{0}%几率触发, 使<color=#f6a414>己方前排全体英雄</color>获得<color=#f6a414>防御力加成</color>{2}点, 持续{3}回合. "
LC_skilldes_hero_528_skill_1,,"{0}%几率触发, 使<color=#f6a414>己方前排全体英雄</color>获得<color=#f6a414>防御力加成</color>{2}点, 持续{3}回合. "
LC_skilldes_hero_529_skill_1,,"<color=#f6a414>存活时持续生效</color>, 使自身获得<color=#f6a414>免疫沉默效果</color>, 以及<color=#f6a414>免疫魅惑效果</color>. "
LC_skilldes_hero_529_skill_2,,"{0}%几率触发, 使自身获得<color=#f6a414>攻击力加成</color>{2}点, 持续{3}回合. 释放后需蓄力至少2回合. "
LC_skilldes_hero_529_skill_3,,"{0}%几率触发, 使<color=#f6a414>敌方全体英雄</color>受到伤害{2}点, 并使其受到<color=#f6a414>缴械效果, 不能普攻</color>, 持续{6}回合. 释放后需蓄力至少3回合. "
LC_skilldes_hero_529_skill_4,,"<color=#f6a414>生命值少于{1}%时受到攻击</color>, {0}%几率触发, 使<color=#f6a414>敌方竖排英雄</color>受到<color=#f6a414>昏迷效果, 不能普通攻击以及释放技能, 被攻击则解除</color>, 持续{3}回合. 释放后需蓄力至少3回合. "
LC_skilldes_hero_530_skill_1,,"{0}%几率触发, 使<color=#f6a414>己方前排全体英雄</color>获得<color=#f6a414>防御力加成</color>{2}点, 持续{3}回合. "
LC_skilldes_hero_531_skill_1,,"{0}%几率触发, 使<color=#f6a414>己方前排全体英雄</color>获得<color=#f6a414>防御力加成</color>{2}点, 持续{3}回合. "
LC_skilldes_hero_532_skill_1,,"<color=#f6a414>存活时持续生效</color>, 使自身获得<color=#f6a414>免疫沉默效果</color>, 以及<color=#f6a414>免疫魅惑效果</color>. "
LC_skilldes_hero_532_skill_2,,"{0}%几率触发, 使自身获得<color=#f6a414>攻击力加成</color>{2}点, 持续{3}回合. 释放后需蓄力至少2回合. "
LC_skilldes_hero_532_skill_3,,"{0}%几率触发, 使<color=#f6a414>敌方全体英雄</color>受到伤害{2}点, 并使其受到<color=#f6a414>缴械效果, 不能普攻</color>, 持续{6}回合. 释放后需蓄力至少3回合. "
LC_skilldes_hero_532_skill_4,,"<color=#f6a414>生命值少于{1}%时受到攻击</color>, {0}%几率触发, 使<color=#f6a414>敌方竖排英雄</color>受到<color=#f6a414>昏迷效果, 不能普通攻击以及释放技能, 被攻击则解除</color>, 持续{3}回合. 释放后需蓄力至少3回合. "
LC_skilldes_hero_533_skill_1,,"{0}%几率触发, 使<color=#f6a414>己方前排全体英雄</color>获得<color=#f6a414>防御力加成</color>{2}点, 持续{3}回合. "
LC_skilldes_hero_534_skill_1,,"{0}%几率触发, 使<color=#f6a414>己方前排全体英雄</color>获得<color=#f6a414>防御力加成</color>{2}点, 持续{3}回合. "
LC_skilldes_hero_535_skill_1,,"<color=#f6a414>存活时持续生效</color>, 使自身获得<color=#f6a414>免疫沉默效果</color>, 以及<color=#f6a414>免疫魅惑效果</color>. "
LC_skilldes_hero_535_skill_2,,"{0}%几率触发, 使自身获得<color=#f6a414>攻击力加成</color>{2}点, 持续{3}回合. 释放后需蓄力至少2回合. "
LC_skilldes_hero_535_skill_3,,"{0}%几率触发, 使<color=#f6a414>敌方全体英雄</color>受到伤害{2}点, 并使其受到<color=#f6a414>沉默效果, 不能释放技能</color>, 持续{6}回合. 释放后需蓄力至少3回合. "
LC_skilldes_hero_535_skill_4,,"<color=#f6a414>生命值少于{1}%时受到攻击</color>, {0}%几率触发, 使<color=#f6a414>敌方随机英雄</color>受到<color=#f6a414>混乱效果, 随机攻击其己方和敌方</color>, 持续{3}回合. 释放后需蓄力至少3回合. "
LC_skilldes_hero_536_skill_1,,"{0}%几率触发, 使<color=#f6a414>己方前排全体英雄</color>获得<color=#f6a414>防御力加成</color>{2}点, 持续{3}回合. "
LC_skilldes_hero_537_skill_1,,"{0}%几率触发, 使<color=#f6a414>己方前排全体英雄</color>获得<color=#f6a414>防御力加成</color>{2}点, 持续{3}回合. "
LC_skilldes_hero_538_skill_1,,"<color=#f6a414>存活时持续生效</color>, 使自身获得<color=#f6a414>免疫沉默效果</color>, 以及<color=#f6a414>免疫魅惑效果</color>. "
LC_skilldes_hero_538_skill_2,,"{0}%几率触发, 使自身获得<color=#f6a414>攻击力加成</color>{2}点, 持续{3}回合. 释放后需蓄力至少2回合. "
LC_skilldes_hero_538_skill_3,,"{0}%几率触发, 使<color=#f6a414>敌方全体英雄</color>受到伤害{2}点, 并使其受到<color=#f6a414>沉默效果, 不能释放技能</color>, 持续{6}回合. 释放后需蓄力至少3回合. "
LC_skilldes_hero_538_skill_4,,"<color=#f6a414>生命值少于{1}%时受到攻击</color>, {0}%几率触发, 使<color=#f6a414>敌方随机英雄</color>受到<color=#f6a414>混乱效果, 随机攻击其己方和敌方</color>, 持续{3}回合. 释放后需蓄力至少3回合. "
LC_skilldes_hero_539_skill_1,,"{0}%几率触发, 使<color=#f6a414>己方前排全体英雄</color>获得<color=#f6a414>防御力加成</color>{2}点, 持续{3}回合. "
LC_skilldes_hero_540_skill_1,,"{0}%几率触发, 使<color=#f6a414>己方前排全体英雄</color>获得<color=#f6a414>防御力加成</color>{2}点, 持续{3}回合. "
LC_skilldes_hero_541_skill_1,,"<color=#f6a414>存活时持续生效</color>, 使自身获得<color=#f6a414>免疫沉默效果</color>, 以及<color=#f6a414>免疫魅惑效果</color>. "
LC_skilldes_hero_541_skill_2,,"{0}%几率触发, 使自身获得<color=#f6a414>攻击力加成</color>{2}点, 持续{3}回合. 释放后需蓄力至少2回合. "
LC_skilldes_hero_541_skill_3,,"{0}%几率触发, 使<color=#f6a414>敌方全体英雄</color>受到伤害{2}点, 并使其受到<color=#f6a414>沉默效果, 不能释放技能</color>, 持续{6}回合. 释放后需蓄力至少3回合. "
LC_skilldes_hero_541_skill_4,,"<color=#f6a414>生命值少于{1}%时受到攻击</color>, {0}%几率触发, 使<color=#f6a414>敌方随机英雄</color>受到<color=#f6a414>混乱效果, 随机攻击其己方和敌方</color>, 持续{3}回合. 释放后需蓄力至少3回合. "
LC_skilldes_hero_542_skill_1,,"{0}%几率触发, 使<color=#f6a414>己方前排全体英雄</color>获得<color=#f6a414>防御力加成</color>{2}点, 持续{3}回合. "
LC_skilldes_hero_543_skill_1,,"{0}%几率触发, 使<color=#f6a414>己方前排全体英雄</color>获得<color=#f6a414>防御力加成</color>{2}点, 持续{3}回合. "
LC_skilldes_hero_544_skill_1,,"<color=#f6a414>存活时持续生效</color>, 使自身获得<color=#f6a414>免疫沉默效果</color>, 以及<color=#f6a414>免疫魅惑效果</color>. "
LC_skilldes_hero_544_skill_2,,"{0}%几率触发, 使自身获得<color=#f6a414>攻击力加成</color>{2}点, 持续{3}回合. 释放后需蓄力至少2回合. "
LC_skilldes_hero_544_skill_3,,"{0}%几率触发, 使目标受到伤害{2}点. 释放后需蓄力至少2回合. "
LC_skilldes_hero_544_skill_4,,"<color=#f6a414>生命值少于{1}%时受到攻击</color>, {0}%几率触发, 使<color=#f6a414>敌方随机英雄</color>受到<color=#f6a414>魅惑效果, 攻击其队友</color>, 持续{3}回合. 释放后需蓄力至少3回合. "
LC_skilldes_hero_545_skill_1,,"<color=#f6a414>存活时持续生效</color>, 使自身获得<color=#f6a414>免疫魅惑效果</color>. "
LC_skilldes_hero_546_skill_1,,"<color=#f6a414>存活时持续生效</color>, 使自身获得<color=#f6a414>免疫魅惑效果</color>. "
LC_skilldes_hero_547_skill_1,,"<color=#f6a414>存活时持续生效</color>, 使自身获得<color=#f6a414>免疫沉默效果</color>, 以及<color=#f6a414>免疫魅惑效果</color>. "
LC_skilldes_hero_547_skill_2,,"{0}%几率触发, 使自身获得<color=#f6a414>攻击力加成</color>{2}点, 持续{3}回合. 释放后需蓄力至少2回合. "
LC_skilldes_hero_547_skill_3,,"{0}%几率触发, 使目标受到伤害{2}点. 释放后需蓄力至少2回合. "
LC_skilldes_hero_547_skill_4,,"<color=#f6a414>生命值少于{1}%时受到攻击</color>, {0}%几率触发, 使<color=#f6a414>敌方随机英雄</color>受到<color=#f6a414>魅惑效果, 攻击其队友</color>, 持续{3}回合. 释放后需蓄力至少3回合. "
LC_skilldes_hero_548_skill_1,,"<color=#f6a414>存活时持续生效</color>, 使自身获得<color=#f6a414>免疫魅惑效果</color>. "
LC_skilldes_hero_549_skill_1,,"<color=#f6a414>存活时持续生效</color>, 使自身获得<color=#f6a414>免疫魅惑效果</color>. "
LC_skilldes_hero_550_skill_1,,"<color=#f6a414>存活时持续生效</color>, 使自身获得<color=#f6a414>免疫沉默效果</color>, 以及<color=#f6a414>免疫魅惑效果</color>. "
LC_skilldes_hero_550_skill_2,,"{0}%几率触发, 使自身获得<color=#f6a414>攻击力加成</color>{2}点, 持续{3}回合. 释放后需蓄力至少2回合. "
LC_skilldes_hero_550_skill_3,,"{0}%几率触发, 使目标受到伤害{2}点. 释放后需蓄力至少2回合. "
LC_skilldes_hero_550_skill_4,,"<color=#f6a414>生命值少于{1}%时受到攻击</color>, {0}%几率触发, 使<color=#f6a414>敌方随机英雄</color>受到<color=#f6a414>魅惑效果, 攻击其队友</color>, 持续{3}回合. 释放后需蓄力至少3回合. "
LC_skilldes_hero_551_skill_1,,"<color=#f6a414>存活时持续生效</color>, 使自身获得<color=#f6a414>免疫魅惑效果</color>. "
LC_skilldes_hero_552_skill_1,,"<color=#f6a414>存活时持续生效</color>, 使自身获得<color=#f6a414>免疫魅惑效果</color>. "
LC_skilldes_hero_553_skill_1,,"<color=#f6a414>存活时持续生效</color>, 使自身获得<color=#f6a414>免疫沉默效果</color>, 以及<color=#f6a414>免疫魅惑效果</color>. "
LC_skilldes_hero_553_skill_2,,"{0}%几率触发, 使自身获得<color=#f6a414>攻击力加成</color>{2}点, 持续{3}回合. 释放后需蓄力至少2回合. "
LC_skilldes_hero_553_skill_3,,"{0}%几率触发, 使<color=#f6a414>敌方全体前排英雄</color>受到伤害{2}点. 释放后需蓄力至少2回合. "
LC_skilldes_hero_553_skill_4,,"<color=#f6a414>生命值少于{1}%时受到攻击</color>, {0}%几率触发, 使自身获得<color=#f6a414>治疗</color>{2}点. 释放后需蓄力至少3回合. "
LC_skilldes_hero_553_skill_5,,"<color=#f6a414>生命值少于{1}%时受到攻击</color>, {0}%几率触发, 使<color=#f6a414>敌方全体后排英雄</color>受到<color=#f6a414>攻击力降低</color>{2}点, 持续{3}回合. 释放后需蓄力至少3回合. "
LC_skilldes_hero_554_skill_1,,"<color=#f6a414>存活时持续生效</color>, 使自身获得<color=#f6a414>免疫魅惑效果</color>. "
LC_skilldes_hero_555_skill_1,,"<color=#f6a414>存活时持续生效</color>, 使自身获得<color=#f6a414>免疫魅惑效果</color>. "
LC_skilldes_hero_556_skill_1,,"<color=#f6a414>存活时持续生效</color>, 使自身获得<color=#f6a414>免疫沉默效果</color>, 以及<color=#f6a414>免疫魅惑效果</color>. "
LC_skilldes_hero_556_skill_2,,"{0}%几率触发, 使自身获得<color=#f6a414>攻击力加成</color>{2}点, 持续{3}回合. 释放后需蓄力至少2回合. "
LC_skilldes_hero_556_skill_3,,"{0}%几率触发, 使<color=#f6a414>敌方全体前排英雄</color>受到伤害{2}点. 释放后需蓄力至少2回合. "
LC_skilldes_hero_556_skill_4,,"<color=#f6a414>生命值少于{1}%时受到攻击</color>, {0}%几率触发, 使自身获得<color=#f6a414>治疗</color>{2}点. 释放后需蓄力至少3回合. "
LC_skilldes_hero_556_skill_5,,"<color=#f6a414>生命值少于{1}%时受到攻击</color>, {0}%几率触发, 使<color=#f6a414>敌方全体后排英雄</color>受到<color=#f6a414>攻击力降低</color>{2}点, 持续{3}回合. 释放后需蓄力至少3回合. "
LC_skilldes_hero_557_skill_1,,"<color=#f6a414>存活时持续生效</color>, 使自身获得<color=#f6a414>免疫魅惑效果</color>. "
LC_skilldes_hero_558_skill_1,,"<color=#f6a414>存活时持续生效</color>, 使自身获得<color=#f6a414>免疫魅惑效果</color>. "
LC_skilldes_hero_559_skill_1,,"<color=#f6a414>存活时持续生效</color>, 使自身获得<color=#f6a414>免疫沉默效果</color>, 以及<color=#f6a414>免疫魅惑效果</color>. "
LC_skilldes_hero_559_skill_2,,"{0}%几率触发, 使自身获得<color=#f6a414>攻击力加成</color>{2}点, 持续{3}回合. 释放后需蓄力至少2回合. "
LC_skilldes_hero_559_skill_3,,"{0}%几率触发, 使<color=#f6a414>敌方全体前排英雄</color>受到伤害{2}点. 释放后需蓄力至少2回合. "
LC_skilldes_hero_559_skill_4,,"<color=#f6a414>生命值少于{1}%时受到攻击</color>, {0}%几率触发, 使自身获得<color=#f6a414>治疗</color>{2}点. 释放后需蓄力至少3回合. "
LC_skilldes_hero_559_skill_5,,"<color=#f6a414>生命值少于{1}%时受到攻击</color>, {0}%几率触发, 使<color=#f6a414>敌方全体后排英雄</color>受到<color=#f6a414>攻击力降低</color>{2}点, 持续{3}回合. 释放后需蓄力至少3回合. "
LC_skilldes_hero_560_skill_1,,"<color=#f6a414>存活时持续生效</color>, 使自身获得<color=#f6a414>免疫魅惑效果</color>. "
LC_skilldes_hero_561_skill_1,,"<color=#f6a414>存活时持续生效</color>, 使自身获得<color=#f6a414>免疫魅惑效果</color>. "
LC_skilldes_hero_562_skill_1,,"<color=#f6a414>存活时持续生效</color>, 使自身获得<color=#f6a414>免疫沉默效果</color>, 以及<color=#f6a414>免疫魅惑效果</color>. "
LC_skilldes_hero_562_skill_2,,"{0}%几率触发, 使自身获得<color=#f6a414>攻击力加成</color>{2}点, 持续{3}回合. 释放后需蓄力至少2回合. "
LC_skilldes_hero_562_skill_3,,"{0}%几率触发, 使<color=#f6a414>敌方全体后排英雄</color>受到伤害{2}点. 释放后需蓄力至少2回合. "
LC_skilldes_hero_562_skill_4,,"<color=#f6a414>生命值少于{1}%时受到攻击</color>, {0}%几率触发, 使<color=#f6a414>敌方随机英雄</color>受到<color=#f6a414>攻击力降低</color>{2}点, 持续{3}回合. 释放后需蓄力至少3回合. "
LC_skilldes_hero_562_skill_5,,"<color=#f6a414>生命值少于{1}%时受到攻击</color>, {0}%几率触发, 使<color=#f6a414>敌方全体前排英雄</color>受到<color=#f6a414>攻击力降低</color>{2}点, 持续{3}回合. 释放后需蓄力至少3回合. "
LC_skilldes_hero_563_skill_1,,"<color=#f6a414>存活时持续生效</color>, 使自身获得<color=#f6a414>免疫魅惑效果</color>. "
LC_skilldes_hero_564_skill_1,,"<color=#f6a414>存活时持续生效</color>, 使自身获得<color=#f6a414>免疫魅惑效果</color>. "
LC_skilldes_hero_565_skill_1,,"<color=#f6a414>存活时持续生效</color>, 使自身获得<color=#f6a414>免疫沉默效果</color>, 以及<color=#f6a414>免疫魅惑效果</color>. "
LC_skilldes_hero_565_skill_2,,"{0}%几率触发, 使自身获得<color=#f6a414>攻击力加成</color>{2}点, 持续{3}回合. 释放后需蓄力至少2回合. "
LC_skilldes_hero_565_skill_3,,"{0}%几率触发, 使<color=#f6a414>敌方全体后排英雄</color>受到伤害{2}点. 释放后需蓄力至少2回合. "
LC_skilldes_hero_565_skill_4,,"<color=#f6a414>生命值少于{1}%时受到攻击</color>, {0}%几率触发, 使<color=#f6a414>敌方随机英雄</color>受到<color=#f6a414>攻击力降低</color>{2}点, 持续{3}回合. 释放后需蓄力至少3回合. "
LC_skilldes_hero_565_skill_5,,"<color=#f6a414>生命值少于{1}%时受到攻击</color>, {0}%几率触发, 使<color=#f6a414>敌方全体前排英雄</color>受到<color=#f6a414>攻击力降低</color>{2}点, 持续{3}回合. 释放后需蓄力至少3回合. "
LC_skilldes_hero_566_skill_1,,"<color=#f6a414>存活时持续生效</color>, 使自身获得<color=#f6a414>免疫魅惑效果</color>. "
LC_skilldes_hero_567_skill_1,,"<color=#f6a414>存活时持续生效</color>, 使自身获得<color=#f6a414>免疫魅惑效果</color>. "
LC_skilldes_hero_568_skill_1,,"<color=#f6a414>存活时持续生效</color>, 使自身获得<color=#f6a414>免疫沉默效果</color>, 以及<color=#f6a414>免疫魅惑效果</color>. "
LC_skilldes_hero_568_skill_2,,"{0}%几率触发, 使自身获得<color=#f6a414>攻击力加成</color>{2}点, 持续{3}回合. 释放后需蓄力至少2回合. "
LC_skilldes_hero_568_skill_3,,"{0}%几率触发, 使<color=#f6a414>敌方全体后排英雄</color>受到伤害{2}点. 释放后需蓄力至少2回合. "
LC_skilldes_hero_568_skill_4,,"<color=#f6a414>生命值少于{1}%时受到攻击</color>, {0}%几率触发, 使<color=#f6a414>敌方随机英雄</color>受到<color=#f6a414>攻击力降低</color>{2}点, 持续{3}回合. 释放后需蓄力至少3回合. "
LC_skilldes_hero_568_skill_5,,"<color=#f6a414>生命值少于{1}%时受到攻击</color>, {0}%几率触发, 使<color=#f6a414>敌方全体前排英雄</color>受到<color=#f6a414>攻击力降低</color>{2}点, 持续{3}回合. 释放后需蓄力至少3回合. "
LC_skilldes_hero_569_skill_1,,"<color=#f6a414>存活时持续生效</color>, 使自身获得<color=#f6a414>免疫魅惑效果</color>. "
LC_skilldes_hero_570_skill_1,,"<color=#f6a414>存活时持续生效</color>, 使自身获得<color=#f6a414>免疫魅惑效果</color>. "
LC_skilldes_hero_571_skill_1,,"<color=#f6a414>存活时持续生效</color>, 使自身获得<color=#f6a414>免疫沉默效果</color>, 以及<color=#f6a414>免疫魅惑效果</color>. "
LC_skilldes_hero_571_skill_2,,"{0}%几率触发, 使自身获得<color=#f6a414>攻击力加成</color>{2}点, 持续{3}回合. 释放后需蓄力至少2回合. "
LC_skilldes_hero_571_skill_3,,"<color=#f6a414>被攻击</color>时, {0}%几率触发, 使<color=#f6a414>攻击自身的敌方英雄</color>受到<color=#f6a414>反伤</color>{2}点. "
LC_skilldes_hero_571_skill_4,,"<color=#f6a414>生命值少于{1}%时受到攻击</color>, {0}%几率触发, 使<color=#f6a414>敌方随机英雄</color>受到<color=#f6a414>沉默效果, 不能释放技能</color>, 持续{3}回合. 释放后需蓄力至少3回合. "
LC_skilldes_hero_571_skill_5,,"<color=#f6a414>生命值少于{1}%时受到攻击</color>, {0}%几率触发, 使<color=#f6a414>敌方全体英雄</color>受到<color=#f6a414>攻击力降低</color>{2}点, 持续{3}回合. 释放后需蓄力至少3回合. "
LC_skilldes_hero_572_skill_1,,"<color=#f6a414>存活时持续生效</color>, 使自身获得<color=#f6a414>免疫魅惑效果</color>. "
LC_skilldes_hero_573_skill_1,,"<color=#f6a414>存活时持续生效</color>, 使自身获得<color=#f6a414>免疫魅惑效果</color>. "
LC_skilldes_hero_574_skill_1,,"<color=#f6a414>存活时持续生效</color>, 使自身获得<color=#f6a414>免疫沉默效果</color>, 以及<color=#f6a414>免疫魅惑效果</color>. "
LC_skilldes_hero_574_skill_2,,"{0}%几率触发, 使自身获得<color=#f6a414>攻击力加成</color>{2}点, 持续{3}回合. 释放后需蓄力至少2回合. "
LC_skilldes_hero_574_skill_3,,"<color=#f6a414>被攻击</color>时, {0}%几率触发, 使<color=#f6a414>攻击自身的敌方英雄</color>受到<color=#f6a414>反伤</color>{2}点. "
LC_skilldes_hero_574_skill_4,,"<color=#f6a414>生命值少于{1}%时受到攻击</color>, {0}%几率触发, 使<color=#f6a414>敌方随机英雄</color>受到<color=#f6a414>沉默效果, 不能释放技能</color>, 持续{3}回合. 释放后需蓄力至少3回合. "
LC_skilldes_hero_574_skill_5,,"<color=#f6a414>生命值少于{1}%时受到攻击</color>, {0}%几率触发, 使<color=#f6a414>敌方全体英雄</color>受到<color=#f6a414>攻击力降低</color>{2}点, 持续{3}回合. 释放后需蓄力至少3回合. "
LC_skilldes_hero_575_skill_1,,"<color=#f6a414>存活时持续生效</color>, 使自身获得<color=#f6a414>免疫魅惑效果</color>. "
LC_skilldes_hero_576_skill_1,,"<color=#f6a414>存活时持续生效</color>, 使自身获得<color=#f6a414>免疫魅惑效果</color>. "
LC_skilldes_hero_577_skill_1,,"<color=#f6a414>存活时持续生效</color>, 使自身获得<color=#f6a414>免疫沉默效果</color>, 以及<color=#f6a414>免疫魅惑效果</color>. "
LC_skilldes_hero_577_skill_2,,"{0}%几率触发, 使自身获得<color=#f6a414>攻击力加成</color>{2}点, 持续{3}回合. 释放后需蓄力至少2回合. "
LC_skilldes_hero_577_skill_3,,"<color=#f6a414>被攻击</color>时, {0}%几率触发, 使<color=#f6a414>攻击自身的敌方英雄</color>受到<color=#f6a414>反伤</color>{2}点. "
LC_skilldes_hero_577_skill_4,,"<color=#f6a414>生命值少于{1}%时受到攻击</color>, {0}%几率触发, 使<color=#f6a414>敌方随机英雄</color>受到<color=#f6a414>沉默效果, 不能释放技能</color>, 持续{3}回合. 释放后需蓄力至少3回合. "
LC_skilldes_hero_577_skill_5,,"<color=#f6a414>生命值少于{1}%时受到攻击</color>, {0}%几率触发, 使<color=#f6a414>敌方全体英雄</color>受到<color=#f6a414>攻击力降低</color>{2}点, 持续{3}回合. 释放后需蓄力至少3回合. "
LC_skilldes_hero_578_skill_1,,"<color=#f6a414>存活时持续生效</color>, 使自身获得<color=#f6a414>免疫魅惑效果</color>. "
LC_skilldes_hero_579_skill_1,,"<color=#f6a414>存活时持续生效</color>, 使自身获得<color=#f6a414>免疫魅惑效果</color>. "
LC_skilldes_hero_580_skill_1,,"<color=#f6a414>存活时持续生效</color>, 使自身获得<color=#f6a414>免疫沉默效果</color>, 以及<color=#f6a414>免疫魅惑效果</color>. "
LC_skilldes_hero_580_skill_2,,"{0}%几率触发, 使自身获得<color=#f6a414>攻击力加成</color>{2}点, 持续{3}回合. 释放后需蓄力至少2回合. "
LC_skilldes_hero_580_skill_3,,"{0}%几率触发, 使<color=#f6a414>敌方全体英雄</color>受到<color=#f6a414>混乱效果, 随机攻击其己方和敌方</color>, 持续{3}回合. 释放后需蓄力至少2回合. "
LC_skilldes_hero_580_skill_4,,"<color=#f6a414>生命值少于{1}%时受到攻击</color>, {0}%几率触发, 使<color=#f6a414>敌方竖排英雄</color>受到<color=#f6a414>防御力降低</color>{2}点, 持续{3}回合. 释放后需蓄力至少3回合. "
LC_skilldes_hero_580_skill_5,,"<color=#f6a414>生命值少于{1}%时受到攻击</color>, {0}%几率触发, 使<color=#f6a414>敌方竖排英雄</color>受到伤害{2}点. 释放后需蓄力至少3回合. "
LC_skilldes_hero_580_skill_6,,"<color=#f6a414>生命值少于{1}%时受到攻击</color>, {0}%几率触发, 使<color=#f6a414>生命值最低的敌方英雄</color>受到伤害{2}点. 释放后需蓄力至少2回合. "
LC_skilldes_hero_581_skill_1,,"<color=#f6a414>存活时持续生效</color>, 使自身获得<color=#f6a414>免疫魅惑效果</color>. "
LC_skilldes_hero_582_skill_1,,"<color=#f6a414>存活时持续生效</color>, 使自身获得<color=#f6a414>免疫魅惑效果</color>. "
LC_skilldes_hero_583_skill_1,,"<color=#f6a414>存活时持续生效</color>, 使自身获得<color=#f6a414>免疫沉默效果</color>, 以及<color=#f6a414>免疫魅惑效果</color>. "
LC_skilldes_hero_583_skill_2,,"{0}%几率触发, 使自身获得<color=#f6a414>攻击力加成</color>{2}点, 持续{3}回合. 释放后需蓄力至少2回合. "
LC_skilldes_hero_583_skill_3,,"{0}%几率触发, 使<color=#f6a414>敌方全体英雄</color>受到<color=#f6a414>混乱效果, 随机攻击其己方和敌方</color>, 持续{3}回合. 释放后需蓄力至少2回合. "
LC_skilldes_hero_583_skill_4,,"<color=#f6a414>生命值少于{1}%时受到攻击</color>, {0}%几率触发, 使<color=#f6a414>敌方竖排英雄</color>受到<color=#f6a414>防御力降低</color>{2}点, 持续{3}回合. 释放后需蓄力至少3回合. "
LC_skilldes_hero_583_skill_5,,"<color=#f6a414>生命值少于{1}%时受到攻击</color>, {0}%几率触发, 使<color=#f6a414>敌方竖排英雄</color>受到伤害{2}点. 释放后需蓄力至少3回合. "
LC_skilldes_hero_583_skill_6,,"<color=#f6a414>生命值少于{1}%时受到攻击</color>, {0}%几率触发, 使<color=#f6a414>生命值最低的敌方英雄</color>受到伤害{2}点. 释放后需蓄力至少2回合. "
LC_skilldes_hero_584_skill_1,,"<color=#f6a414>存活时持续生效</color>, 使自身获得<color=#f6a414>免疫魅惑效果</color>. "
LC_skilldes_hero_585_skill_1,,"<color=#f6a414>存活时持续生效</color>, 使自身获得<color=#f6a414>免疫魅惑效果</color>. "
LC_skilldes_hero_586_skill_1,,"<color=#f6a414>存活时持续生效</color>, 使自身获得<color=#f6a414>免疫沉默效果</color>, 以及<color=#f6a414>免疫魅惑效果</color>. "
LC_skilldes_hero_586_skill_2,,"{0}%几率触发, 使自身获得<color=#f6a414>攻击力加成</color>{2}点, 持续{3}回合. 释放后需蓄力至少2回合. "
LC_skilldes_hero_586_skill_3,,"{0}%几率触发, 使<color=#f6a414>敌方全体英雄</color>受到<color=#f6a414>混乱效果, 随机攻击其己方和敌方</color>, 持续{3}回合. 释放后需蓄力至少2回合. "
LC_skilldes_hero_586_skill_4,,"<color=#f6a414>生命值少于{1}%时受到攻击</color>, {0}%几率触发, 使<color=#f6a414>敌方竖排英雄</color>受到<color=#f6a414>防御力降低</color>{2}点, 持续{3}回合. 释放后需蓄力至少3回合. "
LC_skilldes_hero_586_skill_5,,"<color=#f6a414>生命值少于{1}%时受到攻击</color>, {0}%几率触发, 使<color=#f6a414>敌方竖排英雄</color>受到伤害{2}点. 释放后需蓄力至少3回合. "
LC_skilldes_hero_586_skill_6,,"<color=#f6a414>生命值少于{1}%时受到攻击</color>, {0}%几率触发, 使<color=#f6a414>生命值最低的敌方英雄</color>受到伤害{2}点. 释放后需蓄力至少2回合. "
LC_skilldes_hero_587_skill_1,,"<color=#f6a414>存活时持续生效</color>, 使自身获得<color=#f6a414>免疫魅惑效果</color>. "
LC_skilldes_hero_588_skill_1,,"<color=#f6a414>存活时持续生效</color>, 使自身获得<color=#f6a414>免疫魅惑效果</color>. "
LC_skilldes_hero_589_skill_1,,"<color=#f6a414>存活时持续生效</color>, 使自身获得<color=#f6a414>免疫沉默效果</color>, 以及<color=#f6a414>免疫魅惑效果</color>. "
LC_skilldes_hero_589_skill_2,,"{0}%几率触发, 使自身获得<color=#f6a414>攻击力加成</color>{2}点, 持续{3}回合. 释放后需蓄力至少2回合. "
LC_skilldes_hero_589_skill_3,,"{0}%几率触发, 使<color=#f6a414>敌方全体英雄</color>接下来每回合受到持续伤害{2}点, 持续{3}回合. 释放后需蓄力至少3回合. "
LC_skilldes_hero_589_skill_4,,"<color=#f6a414>生命值少于{1}%时受到攻击</color>, {0}%几率触发, 使<color=#f6a414>敌方竖排英雄</color>受到<color=#f6a414>混乱效果, 随机攻击其己方和敌方</color>, 持续{3}回合. 释放后需蓄力至少3回合. "
LC_skilldes_hero_589_skill_5,,"<color=#f6a414>生命值少于{1}%时受到攻击</color>, {0}%几率触发, 使<color=#f6a414>敌方竖排英雄</color>受到<color=#f6a414>魅惑效果, 攻击其队友</color>, 持续{3}回合. 释放后需蓄力至少3回合. "
LC_skilldes_hero_589_skill_6,,"<color=#f6a414>生命值少于{1}%时受到攻击</color>, {0}%几率触发, 使<color=#f6a414>生命值最低的敌方英雄</color>受到伤害{2}点. 释放后需蓄力至少2回合. "
